UID,day,trans_amt,bal,channel,amt_src1,merchant,code1,code2,trans_type1,acc_id1,device_code1,device_code2,device_code3,device1,device2,mac1,ip1,amt_src2,acc_id2,acc_id3,geo_code,trans_type2,market_code,market_type,ip1_sub
18377,11,70407.0,1100.0,2,3,4,0,0,2,0,0,0,1,1,1,0,4,1,0,0,1,2,0,0,3
18378,10,53403.0,1000.0,2,4,2,0,0,2,1,1,1,0,1,1,1,2,2,0,0,1,2,0,0,2
18379,1,1445.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
18380,45,214795.0,621967.0,2,5,9,5,0,4,13,2,2,0,2,2,2,9,3,1,1,2,3,4,1,7
18381,10,121227.0,1857932.0,2,4,2,0,0,3,3,1,1,0,1,1,1,6,3,0,0,1,2,2,1,6
18382,1,5536.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
18383,57,465986.0,49422646.0,2,3,6,3,0,2,5,0,0,1,1,1,0,5,2,0,0,1,2,7,1,5
18384,9,21285.0,900.0,2,3,2,0,0,2,1,2,3,0,2,2,2,6,1,1,1,1,2,0,0,6
18385,7,43157.0,700.0,2,3,3,0,0,3,4,1,2,0,1,1,1,4,4,1,1,1,1,2,1,4
18386,8,25452.0,800.0,1,2,1,0,0,1,0,0,0,1,1,1,0,7,1,0,0,1,1,0,0,7
18387,10,28180.0,1000.0,1,3,1,0,0,1,1,1,1,0,1,1,1,5,2,0,0,2,1,2,1,5
18388,5,7294.0,500.0,2,4,2,0,0,2,1,1,1,1,2,2,1,2,3,1,1,1,2,1,1,2
18389,19,3378896.0,19555098.0,2,5,10,0,0,5,9,1,1,0,1,1,1,10,6,1,2,2,1,4,2,10
18390,43,7604592.0,3201926.0,1,2,2,0,0,3,25,0,0,0,0,1,0,4,4,25,16,0,1,0,0,3
18391,2,30046.0,200.0,1,2,1,0,0,1,1,0,0,1,1,1,0,1,2,0,0,1,0,0,0,1
18392,3,13890.0,300.0,2,3,2,0,0,2,1,2,2,0,2,2,2,2,1,1,1,1,1,0,0,2
18393,3,38354.0,300.0,2,3,2,0,0,2,1,2,2,0,2,2,2,2,1,1,1,2,2,0,0,2
18394,3,22045.0,300.0,2,3,2,0,0,2,1,2,2,0,2,2,2,2,1,1,1,1,2,0,0,2
18395,38,345186.0,92637.0,2,8,7,1,1,4,11,0,0,1,1,1,0,6,7,0,0,1,4,9,2,6
18396,11,35075.0,1100.0,1,2,2,0,0,1,0,0,0,1,1,1,0,6,1,0,0,1,1,0,0,5
18397,2,8354.0,200.0,1,2,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1
18398,1,1459.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18399,15,37689.0,114405.0,2,4,2,0,0,3,2,1,1,0,1,1,1,6,2,0,0,1,2,1,1,5
18400,18,69751.0,10770.0,2,6,3,0,0,3,2,1,1,1,2,2,1,9,4,0,0,1,2,1,1,8
18401,7,153901.0,10295.0,2,5,4,0,0,3,2,0,0,2,1,2,0,2,3,1,1,1,2,0,0,2
18402,2,82563.0,200.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18403,7,14561.0,700.0,2,3,2,0,0,2,1,2,2,0,2,2,2,4,1,1,1,1,2,0,0,4
18404,3,8454.0,11798.0,1,2,2,1,0,1,3,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0
18405,2,13790.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18406,18,77903.0,1800.0,2,4,2,0,0,2,1,2,1,0,1,2,1,3,2,1,1,1,2,0,0,3
18407,6,13837.0,600.0,2,3,2,0,0,3,1,1,1,0,1,1,1,2,1,0,0,1,2,2,1,2
18408,17,298214.0,1700.0,2,5,4,0,0,4,3,2,3,0,2,2,2,8,5,1,1,1,2,4,1,8
18409,8,129279.0,800.0,2,2,5,0,0,3,3,2,2,1,3,3,2,3,1,3,3,1,2,0,0,3
18410,2,742.0,200.0,2,2,2,0,0,2,1,2,2,0,2,2,1,2,1,1,1,1,2,0,0,2
18411,19,380130.0,852094.0,2,6,7,0,0,3,4,0,0,1,1,1,0,8,5,0,0,3,1,2,1,5
18412,6,16908.0,61325.0,2,4,3,1,0,2,4,0,0,1,1,1,0,1,3,0,0,0,3,1,1,1
18413,6,62983.0,600.0,2,3,2,0,0,3,1,1,1,0,1,1,1,2,1,0,0,1,1,4,1,2
18414,2,742.0,200.0,2,2,2,0,0,2,1,2,2,0,2,2,2,1,1,1,1,1,2,0,0,1
18415,2,16508.0,200.0,2,2,2,0,0,2,1,0,0,1,1,1,0,1,2,0,0,1,2,0,0,1
18416,25,823040.0,2500.0,2,4,3,0,0,3,3,1,0,1,2,2,1,4,2,3,2,1,2,0,0,3
18417,10,14588.0,1000.0,1,3,1,0,0,1,0,2,2,0,2,2,2,3,1,0,0,1,1,0,0,3
18418,2,29828.0,200.0,2,2,2,0,0,2,1,0,0,1,1,1,0,1,1,0,0,1,2,0,0,1
18419,14,21732.0,41972.0,2,3,3,1,0,2,3,1,1,0,1,1,1,5,2,0,0,2,2,0,0,5
18420,6,27780.0,600.0,1,2,1,0,0,1,0,0,0,1,1,1,0,5,1,0,0,1,1,0,0,5
18421,3,120719.0,300.0,2,2,2,0,0,2,1,1,1,0,1,1,1,1,2,0,0,0,2,0,0,1
18422,5,8925.0,500.0,1,2,1,0,0,1,0,1,1,0,1,1,1,2,1,0,0,1,1,0,0,2
18423,2,742.0,200.0,2,2,2,0,0,2,1,2,2,0,2,2,2,1,1,1,1,1,2,0,0,1
18424,7,29634.0,6610.0,2,5,3,0,0,4,3,1,1,1,2,2,1,4,3,1,1,1,1,2,1,4
18425,2,742.0,200.0,2,2,2,0,0,2,1,2,1,0,2,2,2,2,1,1,1,1,2,0,0,2
18426,27,660522.0,625569.0,2,4,4,0,0,3,12,1,1,0,1,1,1,12,3,0,0,3,2,2,1,11
18427,8,102731.0,800.0,2,5,4,0,0,2,1,2,2,0,1,2,2,1,3,1,1,1,2,1,1,1
18428,22,33998.0,103310.0,2,5,2,0,0,3,1,1,1,0,1,1,1,9,2,0,0,1,2,1,1,9
18429,1,915.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18430,3,3560.0,300.0,2,3,2,0,0,2,1,2,2,0,1,2,2,2,2,1,1,1,2,0,0,2
18431,4,26548.0,400.0,1,2,3,0,0,1,1,1,1,0,1,1,1,3,1,0,0,1,1,0,0,3
18432,15,1004980.0,1546.0,2,4,6,0,0,4,6,1,1,0,1,1,1,9,6,4,2,2,1,1,1,5
18433,14,37274.0,2076.0,2,5,3,0,0,2,2,1,1,0,1,1,1,10,3,0,0,1,2,0,0,8
18434,2,2918.0,200.0,1,2,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
18435,1,3090.0,100.0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
18436,1,24020.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18437,8,17112.0,5591.0,2,4,2,0,0,3,3,1,1,0,1,1,1,2,2,0,0,1,2,1,1,2
18438,1,3633.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
18439,7,21900.0,700.0,1,4,1,0,0,1,1,1,1,0,1,1,1,3,2,0,0,1,1,0,0,3
18440,1,643.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18441,1,271928.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18442,9,25365.0,904.0,2,4,4,1,0,3,5,1,1,3,2,4,1,3,4,3,1,2,3,2,1,3
18443,6,15575.0,34006.0,2,3,4,0,0,2,2,0,0,1,1,1,0,3,2,0,0,0,2,1,1,3
18444,11,26782.0,1100.0,2,4,2,0,0,2,1,2,2,0,2,2,1,4,2,1,1,1,2,0,0,4
18445,9,21285.0,900.0,2,3,3,0,0,2,2,4,4,0,2,4,3,6,1,2,1,1,2,0,0,6
18446,3,5942.0,300.0,2,3,2,0,0,2,1,1,1,1,2,2,1,2,2,1,1,1,2,0,0,2
18448,17,37576.0,1700.0,2,3,3,0,0,2,3,2,2,1,3,3,2,7,1,3,1,2,2,0,0,6
18449,4,26493.0,400.0,2,3,3,0,0,2,1,0,0,1,1,1,0,2,1,1,1,1,2,0,0,2
18450,11,119413.0,27276.0,2,5,4,1,0,3,3,1,1,0,1,1,1,2,3,0,0,1,2,2,1,2
18451,4,11272.0,400.0,1,2,1,0,0,1,0,1,1,1,2,2,1,2,1,0,0,1,1,2,1,2
18452,15,218955.0,1500.0,2,5,2,0,0,2,2,2,2,0,2,2,2,4,3,1,1,1,2,0,0,2
18453,17,52137.0,3599.0,2,5,2,2,0,3,5,1,1,0,1,1,1,2,4,0,0,1,2,1,1,2
18454,6,17994.0,600.0,2,3,3,0,0,3,4,0,0,2,2,2,0,2,3,2,1,0,2,1,1,1
18455,5,11915.0,500.0,2,3,2,0,0,2,1,1,1,1,2,2,1,1,2,1,1,1,2,0,0,1
18456,2,40367.0,200.0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,2,0,1,0,0,1
18457,5,146198.0,30770.0,2,5,3,0,0,3,2,1,1,0,1,1,1,2,3,1,1,0,2,0,0,2
18458,8,314192.0,2211905.0,2,4,3,0,1,3,2,1,1,0,1,1,1,4,2,0,0,2,2,3,1,4
18459,82,22765746.0,197871.0,3,11,12,0,0,8,8,2,4,0,1,1,2,9,8,4,3,2,2,6,2,2
18462,4,10999.0,400.0,1,2,1,0,0,1,0,1,1,0,1,1,1,3,1,0,0,2,1,0,0,3
18463,17,49267.0,2211.0,2,3,3,0,0,3,2,2,2,0,2,2,2,1,3,1,1,1,2,0,0,1
18464,4,13990.0,750.0,2,3,3,0,0,3,2,2,2,0,2,2,2,3,3,1,1,1,2,0,0,3
18465,3,1385.0,300.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18466,7,11873.0,49357.0,2,4,3,0,0,3,2,0,0,1,1,1,0,2,2,0,0,0,2,2,1,2
18467,9,59883.0,900.0,1,3,2,0,0,1,3,0,0,1,1,1,0,4,4,0,0,1,1,2,1,3
18468,9,19926.0,900.0,2,3,3,0,0,2,1,2,2,0,2,2,2,4,1,1,1,1,2,0,0,3
18469,6,18592.0,94733.0,2,4,4,0,0,2,3,0,0,1,1,1,0,3,3,0,0,0,2,1,1,3
18470,1,643.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18471,2,19227.0,200.0,1,1,1,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,1,0,0,2
18472,13,23042.0,1300.0,2,5,3,0,0,3,3,3,3,0,3,3,3,5,3,1,1,1,2,0,0,4
18473,22,144087.0,2215353.0,2,5,3,0,0,3,3,1,1,0,1,1,1,9,4,0,0,1,2,2,2,9
18474,38,182182.0,246001.0,2,6,5,0,0,3,2,0,0,1,1,1,0,18,3,0,0,1,2,2,1,16
18475,2,5907.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18476,4,27581.0,400.0,2,3,3,2,0,2,0,1,1,0,1,1,1,1,1,0,0,1,2,0,0,1
18477,3,22044.0,300.0,1,2,2,0,0,1,1,0,0,1,1,1,0,2,2,0,0,1,1,1,1,2
18478,1,163196.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18479,3,5517.0,300.0,1,1,2,0,0,1,0,0,0,1,1,1,0,3,0,0,0,1,1,0,0,3
18480,40,248584.0,725566.0,2,6,7,3,0,4,7,2,2,0,2,2,2,11,4,1,1,2,3,1,1,11
18481,9,14757.0,900.0,2,3,2,0,0,2,2,4,4,0,3,4,3,6,2,2,1,1,2,0,0,6
18482,2,742.0,200.0,2,2,2,0,0,2,1,2,1,0,1,2,2,1,1,1,1,1,2,0,0,1
18483,1,1459.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18484,10,102619.0,1000.0,1,3,1,0,0,1,1,1,1,0,1,1,1,5,3,0,0,1,0,2,1,5
18485,11,38580.0,1100.0,1,3,1,0,0,1,0,1,1,0,1,1,1,5,1,0,0,1,1,3,1,5
18487,5,234269.0,500.0,2,3,2,0,0,2,1,2,1,0,2,2,2,1,1,1,1,1,2,0,0,1
18488,8,8408.0,800.0,1,2,1,0,0,1,1,1,1,0,1,1,1,4,2,0,0,1,1,0,0,4
18489,1,915.0,100.0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1
18490,76,8018.0,45040.0,2,3,22,32,0,2,3,0,0,0,0,1,0,4,2,0,0,0,3,0,0,4
18491,3,8454.0,300.0,1,1,1,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,1,0,0,2
18492,4,10730.0,8821.0,2,3,2,0,0,3,2,1,1,0,1,1,1,2,2,0,0,1,2,1,1,2
18493,6,11472.0,600.0,1,2,1,0,0,1,0,1,1,0,1,1,1,2,1,0,0,1,1,0,0,2
18494,16,35940.0,6961.0,2,5,3,0,0,3,1,0,0,1,1,1,0,5,2,0,0,0,2,2,1,5
18495,12,33816.0,116889.0,2,3,5,0,0,2,4,0,0,1,1,1,0,4,2,0,0,0,2,2,1,4
18496,2,20586.0,200.0,1,2,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18498,1,1459.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18499,6,14190.0,600.0,2,4,2,0,0,2,2,3,3,0,3,3,3,4,2,2,1,1,2,0,0,4
18500,4,290982.0,400.0,1,2,1,0,0,1,2,1,1,0,1,1,1,2,3,0,0,1,0,0,0,2
18501,4,9096.0,400.0,1,2,1,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,2
18502,3,13890.0,300.0,1,1,1,0,0,1,0,1,1,0,1,1,1,2,0,0,0,1,1,0,0,2
18503,1,14398.0,100.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18504,14,36840.0,76152.0,2,4,7,0,0,4,4,0,0,2,1,3,0,7,3,2,2,1,2,2,1,4
18505,2,1286.0,200.0,2,2,2,0,0,2,1,2,2,0,2,2,2,2,1,1,1,1,2,0,0,2
18506,1,3682.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18507,13,87599.0,1300.0,2,4,3,0,0,4,2,3,2,0,2,3,5,5,2,1,1,1,2,1,1,5
18508,4,33018.0,400.0,1,2,1,0,0,1,0,1,1,0,1,1,1,2,1,0,0,1,1,0,0,2
18509,2,5636.0,200.0,2,2,2,0,0,2,1,2,2,0,2,2,2,1,1,1,1,1,2,0,0,1
18510,4,171378.0,400.0,2,2,3,0,0,3,3,2,2,0,2,2,1,1,2,1,1,1,2,0,0,1
18511,4,13989.0,400.0,1,3,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18512,8,25358.0,2054.0,2,5,2,0,0,3,1,1,1,0,1,1,1,2,2,0,0,1,2,2,1,2
18513,1,1445.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1
18514,13,36634.0,1300.0,2,3,3,0,0,3,4,0,0,4,1,4,0,10,2,4,2,3,2,2,1,7
18515,9,17205.0,900.0,1,3,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18516,7,17007.0,700.0,2,4,2,0,0,2,1,2,3,0,2,2,2,1,2,1,1,1,2,0,0,1
18517,4,2844.0,671.0,2,2,3,0,0,3,2,2,2,0,2,2,2,2,3,1,1,1,2,0,0,2
18518,8,779677.0,80765.0,2,3,2,0,0,3,3,0,0,1,1,1,0,1,3,0,0,1,1,1,1,1
18519,1,5536.0,100.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18520,74,7814.0,61060.0,2,3,24,31,0,2,3,0,0,0,0,1,0,4,2,0,0,0,3,0,0,4
18521,1,11717.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18522,5,11344.0,63545.0,1,3,2,0,0,2,3,0,0,1,1,1,0,2,2,0,0,1,1,1,1,2
18523,13,147701.0,1300.0,2,6,3,0,0,3,4,0,0,1,1,1,0,6,6,0,0,1,1,4,2,6
18524,3,55007.0,300.0,1,2,2,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,2,0,0,1
18525,3,29656.0,300.0,1,3,2,0,0,1,1,0,0,2,2,2,0,2,3,0,0,1,1,1,1,2
18526,8,15664.0,800.0,1,2,1,0,0,1,0,1,1,0,1,1,1,4,0,0,0,1,1,0,0,4
18527,7,57785.0,700.0,2,4,2,0,0,3,1,1,1,0,1,1,1,3,3,0,0,1,2,2,1,3
18528,22,611069.0,3559.0,2,3,3,0,0,5,4,2,2,1,3,3,2,10,5,3,9,2,2,0,0,10
18529,3,8535.0,300.0,2,3,2,0,0,2,1,1,1,0,1,1,1,2,2,0,0,1,2,1,1,2
18530,2,1286.0,200.0,2,2,2,0,0,2,1,2,1,0,1,2,2,1,1,1,1,1,2,0,0,1
18531,8,22544.0,800.0,1,2,1,0,0,1,0,1,1,0,1,1,1,4,1,0,0,1,1,2,1,3
18532,2,204.0,200.0,2,2,2,0,1,2,1,1,1,0,1,1,1,1,1,1,1,1,2,0,0,1
18533,14,73432.0,1400.0,2,3,2,0,0,3,1,1,1,0,1,1,1,5,2,0,0,1,2,1,1,4
18534,1,75834.0,100.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18537,30,46487.0,26984.0,2,5,3,0,0,4,3,2,2,1,3,3,2,8,3,2,1,1,2,1,1,7
18539,14,90011.0,1400.0,1,3,1,0,0,1,0,1,1,0,1,1,1,4,1,0,0,1,1,0,0,3
18540,13,24402.0,457916.0,2,5,3,0,0,3,1,1,1,1,2,2,1,2,3,1,1,1,2,1,1,2
18541,3,8454.0,300.0,1,2,2,1,0,2,3,0,0,1,1,1,0,1,3,1,1,1,2,1,1,1
18542,12,95522.0,88364.0,2,5,4,0,0,4,3,0,0,1,1,1,0,4,5,1,1,1,2,4,2,4
18543,1,81648.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18544,4,412618.0,5388.0,2,3,2,0,0,3,3,2,2,0,1,2,2,2,3,2,2,1,2,0,0,2
18545,4,28125.0,400.0,2,3,2,0,0,2,1,3,2,0,3,3,3,2,2,1,1,1,2,1,1,1
18546,7,72378.0,700.0,2,3,2,0,0,2,1,1,2,1,2,2,1,4,3,1,1,1,1,0,0,4
18547,3,1114.0,300.0,1,3,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18548,3,821084.0,1183.0,2,2,2,0,0,3,1,1,2,0,1,1,1,2,2,1,2,1,2,0,0,2
18549,2,4548.0,200.0,1,2,1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,0,1,0,0,1
18550,26,434951.0,2719924.0,2,5,4,1,0,3,6,0,0,1,1,1,0,4,3,0,0,2,3,5,2,4
18551,1,4992.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
18552,1,66426.0,100.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18553,12,50125.0,1200.0,2,4,2,0,0,2,1,2,2,0,2,2,2,2,2,1,1,1,2,0,0,2
18554,6,8754.0,600.0,1,2,1,0,0,1,0,1,1,0,1,1,1,3,1,0,0,1,1,1,1,3
18555,4,53497.0,400.0,1,2,3,0,0,2,1,0,0,1,1,1,0,2,1,0,0,1,1,0,0,2
18556,35,178498.0,17296.0,2,6,2,3,0,3,3,0,0,0,0,0,0,0,4,0,0,0,1,2,1,0
18557,6,16908.0,600.0,2,3,2,0,0,2,2,0,0,3,1,3,0,4,2,2,1,1,2,2,1,4
18558,3,27481.0,300.0,2,3,2,0,0,2,1,2,2,0,2,2,2,2,2,1,1,1,2,0,0,2
18559,11,27156.0,139243.0,2,3,2,0,0,3,2,1,1,0,1,1,1,4,2,0,0,2,2,2,1,4
18560,1,915.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18561,15,31395.0,1500.0,2,4,4,0,0,2,2,2,2,0,2,2,2,9,2,2,1,3,2,0,0,8
18562,1,915.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18563,1,10701.0,100.0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1
18564,1,3090.0,100.0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1
18565,5,101617.0,500.0,2,3,2,0,0,2,1,2,2,0,2,2,2,1,2,1,1,2,1,0,0,1
18567,9,1381784.0,900.0,2,3,2,0,0,2,1,1,1,0,1,1,2,2,3,1,0,1,1,2,1,2
18568,6,29602.0,600.0,1,2,2,1,0,1,1,1,1,0,1,1,1,2,2,0,0,1,2,0,0,2
18569,11,81831.0,1100.0,2,6,4,0,0,4,2,1,1,0,1,1,1,3,2,0,0,2,2,5,2,3
18570,1,915.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18571,3,11174.0,8850.0,2,3,2,0,0,3,1,1,1,0,1,1,1,2,1,0,0,1,2,1,1,2
18572,1,371.0,100.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18573,3,29656.0,300.0,1,3,2,0,0,1,1,2,2,0,2,2,2,2,3,0,0,1,1,1,1,2
18574,19,73928.0,1900.0,2,4,2,0,0,2,1,1,1,1,2,2,1,11,2,1,1,1,2,0,0,7
18575,3,5192.0,300.0,1,2,1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,1,1,0,0,1
18576,2,5636.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
18579,3,13890.0,300.0,1,1,3,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1
18580,24,74153.0,640146.0,2,4,3,0,0,3,1,1,1,0,1,1,1,12,1,0,0,1,2,1,1,12
18581,3,11174.0,300.0,2,3,2,0,0,3,1,1,1,0,1,1,1,2,2,0,0,1,2,1,1,2
18582,6,7528.0,4416.0,2,2,3,0,0,2,1,0,0,1,1,1,0,4,1,1,1,1,2,0,0,2
18583,12,56920.0,4962.0,2,5,2,0,0,3,2,1,1,0,1,1,1,4,2,0,0,1,2,2,1,3
18584,2,466656.0,200.0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18585,4,80452.0,400.0,1,3,1,0,0,1,1,0,0,1,1,1,0,1,3,0,0,1,0,1,1,1
18586,6,51239.0,600.0,1,2,1,0,0,1,0,1,1,0,1,1,1,2,1,0,0,1,1,0,0,1
18588,9,25082.0,1005.0,2,5,3,1,0,5,2,0,0,2,1,2,0,2,3,2,2,1,2,2,1,2
18589,3,7095.0,300.0,2,2,2,0,0,3,2,2,2,0,2,2,2,1,1,2,2,1,2,0,0,1
18590,3,43247.0,300.0,1,2,2,0,0,1,1,1,1,0,1,1,1,3,1,0,0,1,1,0,0,3
18591,2,6451.0,200.0,1,2,2,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,2,0,0,1
18592,1,24020.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18593,100,5641780.0,10000.0,2,3,16,0,0,3,8,5,15,0,6,8,14,25,1,8,10,4,2,0,0,24
18594,6,78992.0,600.0,1,3,1,0,0,1,1,1,1,0,1,1,1,2,3,0,0,1,0,1,1,2
18595,23,207874.0,105464.0,2,6,6,1,0,4,2,1,1,0,1,1,1,11,4,1,1,1,3,1,1,11
18596,1,1459.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18597,1,5536.0,100.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18598,1,2818.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1
18599,73,7712.0,49680.0,2,3,21,32,0,2,3,0,0,0,0,1,0,4,2,0,0,0,3,0,0,4
18600,8,13029.0,800.0,1,2,2,0,0,1,0,1,1,0,1,1,1,4,0,0,0,1,1,0,0,4
18601,1,81648.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18602,11,31542.0,118827.0,2,3,4,0,0,2,3,0,0,1,1,1,0,4,2,0,0,1,2,2,1,4
18603,11,156937.0,203700.0,2,4,4,0,0,3,3,1,1,0,1,1,1,4,3,0,0,1,2,2,1,4
18604,8,25262.0,800.0,2,3,4,0,0,2,1,2,3,0,1,2,2,5,2,1,1,2,2,1,1,5
18605,3,8454.0,300.0,2,3,2,0,0,2,1,2,2,0,2,2,1,2,2,1,1,1,2,0,0,2
18606,2,8354.0,200.0,1,2,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18607,2,879.0,200.0,1,2,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
18608,2,55380.0,200.0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1
18609,3,14523.0,300.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1
18610,13,20326.0,1300.0,2,3,3,0,0,2,2,2,2,1,3,3,2,7,2,2,1,1,2,0,0,7
18611,17,46547.0,16980.0,2,5,2,0,0,3,2,1,1,0,1,1,1,8,3,0,0,2,2,1,1,5
18612,3,27482.0,300.0,2,3,2,0,0,2,1,2,2,0,1,2,2,1,1,1,1,1,2,0,0,1
18613,72,7610.0,67496.0,2,3,23,31,0,2,3,0,0,0,0,1,0,4,2,0,0,0,3,0,0,4
18614,3,2201.0,300.0,2,3,2,0,0,2,1,2,2,0,2,2,2,2,2,1,1,1,2,0,0,2
18615,16,37326.0,1600.0,2,4,2,0,0,2,1,0,0,2,2,2,0,5,2,1,1,1,2,0,0,4
18616,26,77887.0,2600.0,2,4,3,0,0,2,2,3,3,0,2,3,1,8,2,2,1,1,2,0,0,8
18617,17,29449.0,1951930.0,2,4,2,0,0,3,1,1,1,0,1,1,1,4,2,0,0,1,2,1,1,2
18618,9,86372.0,32382.0,2,5,4,1,0,4,3,0,0,1,1,1,0,4,4,1,1,2,3,2,1,4
18619,1,10973.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18620,25,183990.0,330442.0,2,6,7,2,0,3,4,1,1,0,1,1,1,5,5,0,0,1,3,5,2,5
18621,5,36787.0,500.0,1,4,1,0,0,1,1,1,1,0,1,1,1,2,2,0,0,1,0,0,0,1
18622,6,14190.0,82146.0,2,3,2,0,0,3,1,1,1,0,1,1,1,2,1,0,0,2,2,1,1,2
18623,1,1459.0,100.0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
18624,30,82562.0,21126.0,2,5,4,1,0,3,11,1,1,0,1,1,1,5,4,0,0,1,2,2,1,5
18625,14,39452.0,88411.0,2,4,5,0,0,4,6,0,0,2,1,2,0,6,3,2,2,0,2,2,1,6
