UID,day,success,mode,os,version,device1,device2,device_code1,device_code2,device_code3,mac1,mac2,ip1,ip2,wifi,geo_code,ip1_sub,ip2_sub
17072,11,10.0,10,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0
17073,121,111.0,9,3,5,2,1,1,4,0,1,2,18,2,2,2,16,2
17074,40,38.0,6,2,2,1,1,1,3,0,0,1,9,1,3,1,9,1
17075,41,41.0,4,1,2,1,1,1,2,0,1,1,7,0,1,1,7,0
17076,1,1.0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
17077,36,35.0,4,1,2,1,1,1,2,0,0,2,4,0,1,1,4,0
17078,9,9.0,2,1,1,1,1,1,1,0,1,1,2,0,1,1,2,0
17079,12,6.0,2,1,2,1,1,1,2,0,0,1,2,0,1,1,2,0
17080,100,95.0,10,2,2,1,1,1,2,1,1,1,16,1,0,1,16,1
17081,8,4.0,3,2,1,1,1,1,1,0,0,2,1,0,1,1,1,0
17082,4,4.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
17083,17,15.0,9,1,1,1,1,2,1,0,1,1,2,0,1,1,2,0
17085,11,8.0,3,2,1,1,1,0,0,1,0,0,3,0,0,0,3,0
17086,13,9.0,8,2,2,1,2,2,2,0,1,2,2,0,2,1,2,0
17087,21,16.0,3,2,1,1,2,0,0,1,0,0,3,0,0,0,2,0
17088,6,6.0,2,1,1,1,1,1,1,0,0,1,2,0,0,2,2,0
17089,5,5.0,5,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0
17090,5,5.0,4,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17091,17,16.0,3,3,2,1,1,0,0,1,0,0,5,0,0,1,4,0
17092,8,6.0,3,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0
17093,36,33.0,7,2,2,1,1,0,0,1,0,0,5,2,3,1,5,2
17094,8,7.0,8,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
17095,14,10.0,4,1,2,1,2,0,0,1,0,0,2,0,1,1,2,0
17096,56,56.0,4,1,2,1,1,1,2,0,1,1,11,0,2,2,11,0
17098,2,2.0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17099,3,3.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
17100,10,7.0,5,2,1,1,1,1,1,0,1,2,1,0,0,1,1,0
17101,71,66.0,15,2,2,1,1,1,3,0,1,1,10,5,2,4,9,5
17102,14,13.0,9,1,1,1,1,1,2,0,1,2,1,0,1,1,1,0
17103,22,17.0,3,3,1,1,1,1,1,0,0,1,4,0,1,2,3,0
17104,3,3.0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17105,20,18.0,10,3,1,1,1,1,1,0,1,2,1,0,0,1,1,0
17106,101,87.0,4,2,3,3,1,1,1,0,1,1,4,0,0,1,3,0
17107,6,5.0,6,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0
17108,163,143.0,10,3,2,2,2,2,3,0,3,3,15,11,1,1,14,10
17110,13,13.0,2,1,2,1,1,1,2,0,0,1,4,0,0,2,4,0
17111,3,3.0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
17112,10,9.0,8,1,1,2,2,2,3,0,2,3,1,0,1,1,1,0
17113,18,15.0,4,1,2,1,1,1,2,0,1,1,6,0,3,0,4,0
17114,15,15.0,2,1,1,1,1,1,1,0,0,1,3,0,2,1,3,0
17115,52,41.0,3,3,2,1,1,1,2,0,0,1,9,0,2,1,9,0
17116,52,49.0,9,2,2,1,1,1,2,0,1,1,6,1,4,4,6,1
17117,13,13.0,1,1,1,1,1,1,2,0,0,1,2,0,1,2,2,0
17118,1,1.0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0
17119,3,3.0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
17120,200,120.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
17122,74,57.0,7,3,1,1,1,1,2,1,0,2,8,1,3,2,8,1
17123,4,4.0,2,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
17124,40,37.0,4,3,2,1,1,1,2,0,1,1,5,0,0,2,5,0
17125,82,70.0,11,2,1,1,1,1,3,0,0,1,7,2,0,2,6,2
17126,68,49.0,10,2,2,1,1,1,2,0,1,1,7,1,1,2,7,1
17127,277,242.0,12,3,2,1,1,1,2,0,2,1,48,1,6,3,41,1
17128,35,30.0,9,1,1,1,1,1,2,0,1,1,4,0,1,1,4,0
17130,6,6.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
17131,7,6.0,6,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0
17132,3,3.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
17133,17,14.0,10,3,3,3,2,1,0,1,1,2,1,0,1,2,1,0
17134,15,13.0,3,2,1,1,1,1,1,0,0,1,3,0,0,1,3,0
17135,5,5.0,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
17136,6,6.0,1,1,1,1,1,1,1,0,0,1,2,0,2,1,2,0
17137,20,16.0,11,3,3,3,3,1,0,2,1,1,1,0,2,3,1,0
17138,17,15.0,6,1,2,2,2,2,1,0,2,3,1,0,1,1,1,0
17139,7,7.0,4,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
17140,33,28.0,10,2,2,2,1,1,0,1,1,0,4,2,2,1,4,2
17141,127,125.0,7,3,2,2,1,0,0,1,0,1,5,3,2,0,5,3
17142,14,14.0,2,1,2,1,1,1,2,0,0,1,3,0,3,2,3,0
17143,33,23.0,8,2,2,2,3,2,4,0,1,1,6,0,2,1,5,0
17144,14,11.0,3,3,1,1,1,0,0,1,0,0,4,0,2,1,4,0
17146,78,74.0,8,2,2,2,2,0,0,1,0,0,17,5,3,2,16,5
17147,105,94.0,9,2,2,1,1,1,2,0,0,1,5,4,1,1,5,4
17148,23,19.0,3,2,1,1,1,1,2,0,0,1,6,0,1,1,6,0
17149,18,18.0,5,2,2,2,2,1,1,1,1,1,3,0,2,1,3,0
17150,22,22.0,2,1,1,1,1,1,2,0,0,1,4,0,2,1,4,0
17151,16,16.0,2,1,2,1,1,1,2,0,0,1,4,0,1,2,4,0
17152,69,62.0,13,2,3,1,2,2,4,0,2,3,9,1,1,2,9,1
17153,47,39.0,4,2,1,1,1,1,2,0,1,1,4,0,3,1,3,0
17154,122,122.0,9,2,1,1,1,1,2,0,0,1,10,8,3,1,8,5
17155,10,10.0,4,1,1,1,1,0,0,1,0,0,2,0,0,1,2,0
17157,16,16.0,1,1,1,1,1,1,1,0,0,1,3,0,2,2,3,0
17158,18,17.0,5,2,2,1,1,1,0,0,0,1,4,1,2,1,3,1
17159,22,16.0,7,2,2,1,2,0,0,1,0,0,5,0,3,1,5,0
17160,17,13.0,7,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1
17162,11,11.0,4,2,1,1,1,1,1,0,0,1,2,1,1,1,2,1
17163,9,9.0,7,1,1,1,1,1,2,0,2,2,2,0,0,1,2,0
17164,223,217.0,15,2,2,2,1,0,0,1,0,0,23,15,4,3,6,5
17165,91,87.0,7,2,2,1,1,1,2,0,0,1,17,1,2,2,17,1
17166,198,120.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
17168,8,8.0,7,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
17169,25,25.0,3,1,2,1,2,0,0,1,0,0,5,0,1,1,5,0
17171,27,21.0,5,1,1,1,1,0,0,3,0,0,2,0,0,0,2,0
17172,34,23.0,16,3,2,1,2,0,0,1,0,0,4,1,1,1,4,1
17173,13,12.0,2,1,1,1,1,1,1,0,0,2,1,0,0,1,1,0
17174,21,17.0,9,3,2,1,1,1,2,0,2,1,4,1,1,1,4,1
17175,367,284.0,16,3,2,2,2,1,0,1,1,1,25,19,3,1,23,19
17176,8,8.0,2,1,1,1,1,1,2,0,0,1,3,0,0,1,3,0
17177,8,4.0,4,2,1,1,1,1,1,0,0,1,1,0,1,1,1,0
17178,58,49.0,3,3,2,1,1,1,2,0,0,1,7,0,2,1,6,0
17179,14,12.0,8,2,1,1,1,1,1,0,1,2,1,0,1,1,1,0
17180,7,7.0,2,1,1,1,1,1,2,0,0,1,2,0,1,2,2,0
17181,251,245.0,14,2,2,1,1,1,2,0,1,1,22,17,3,1,19,15
17182,20,18.0,11,2,1,1,1,1,1,0,1,1,4,2,2,1,4,2
17184,4,4.0,3,1,1,1,1,0,0,1,0,0,2,0,0,0,2,0
17185,6,6.0,2,1,1,1,1,1,1,0,0,1,2,0,0,1,2,0
17186,9,8.0,2,1,1,1,2,0,0,1,0,0,2,0,2,0,2,0
17187,60,54.0,4,3,1,1,1,1,2,0,1,1,9,1,2,1,9,1
17188,18,18.0,4,1,2,1,1,1,2,0,1,1,4,0,2,1,3,0
17190,6,6.0,2,1,2,1,1,0,0,1,0,0,2,0,1,0,2,0
17191,11,11.0,6,1,1,1,1,1,2,0,1,1,1,0,1,1,1,0
17192,16,16.0,8,1,1,1,1,1,2,0,1,1,2,0,2,1,2,0
17193,257,248.0,18,2,2,1,1,0,0,1,0,0,9,5,3,1,7,4
17194,154,114.0,10,3,2,2,1,1,2,1,1,1,15,0,2,3,15,0
17195,6,6.0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17196,21,21.0,2,1,2,1,1,1,3,0,0,1,5,0,0,1,5,0
17197,20,16.0,2,1,2,1,1,1,2,0,0,1,4,0,1,1,4,0
17198,12,12.0,2,1,1,1,1,1,2,0,0,1,2,0,1,1,2,0
17201,13,13.0,1,1,2,1,1,1,2,0,0,1,2,0,1,1,2,0
17202,27,27.0,2,1,2,1,1,0,0,1,0,0,11,0,3,0,10,0
17203,23,19.0,7,1,2,1,2,0,0,1,0,0,5,0,1,1,5,0
17204,9,8.0,7,1,2,1,1,1,1,0,1,1,2,0,1,1,2,0
17205,47,47.0,5,2,2,1,1,1,2,0,1,1,8,0,0,1,8,0
17206,27,17.0,3,2,1,1,1,0,0,1,0,0,5,0,0,0,4,0
17207,75,71.0,10,2,2,1,2,2,3,0,2,2,12,1,2,1,12,1
17208,10,8.0,6,2,1,1,1,0,0,1,0,0,2,0,0,0,2,0
17209,203,121.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
17210,84,83.0,10,2,2,1,1,1,2,0,0,1,6,4,2,1,3,2
17211,117,116.0,10,2,2,1,1,1,2,0,0,1,12,2,1,1,12,2
17212,12,10.0,3,2,1,1,1,0,0,1,0,0,4,0,0,0,1,0
17214,24,20.0,3,3,2,1,1,1,2,0,0,1,3,0,2,1,3,0
17215,36,29.0,9,2,2,3,2,4,4,0,7,9,4,0,3,4,4,0
17216,6,6.0,2,1,1,1,1,1,1,0,0,1,2,0,0,2,2,0
17217,19,19.0,5,2,2,1,1,1,1,0,0,1,3,1,2,1,2,1
17218,7,6.0,6,1,1,1,1,1,0,0,1,2,2,0,1,1,2,0
17219,18,16.0,6,2,1,1,1,1,2,0,1,1,2,0,1,1,2,0
17220,6,6.0,1,1,2,1,1,1,2,0,0,1,2,0,0,1,2,0
17221,15,14.0,7,2,1,1,1,1,1,0,1,1,2,0,0,1,2,0
17222,3,3.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
17223,11,11.0,3,1,2,1,1,1,2,0,1,1,2,0,2,1,2,0
17224,16,16.0,6,1,1,2,1,1,1,0,2,2,1,0,1,2,1,0
17225,11,11.0,2,1,2,1,1,1,1,0,0,1,3,0,1,1,3,0
17226,60,49.0,12,3,3,4,3,2,1,2,1,1,13,1,5,2,9,1
17227,7,7.0,6,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
17228,5,5.0,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
17229,49,48.0,10,3,2,2,3,4,5,1,5,6,5,4,4,3,5,4
17230,14,14.0,2,1,2,1,1,1,3,0,0,1,4,0,1,2,3,0
17231,24,15.0,5,2,1,1,1,1,2,0,1,1,4,0,2,1,3,0
17232,24,19.0,12,4,2,2,2,1,1,1,1,2,3,0,0,1,3,0
17233,23,21.0,10,1,2,1,1,2,0,0,1,1,4,0,3,2,4,0
17235,3,3.0,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
17236,11,11.0,2,1,2,1,1,0,0,1,0,0,5,0,0,0,3,0
17237,106,97.0,16,2,2,1,1,1,2,0,2,1,13,3,0,1,12,3
17238,15,14.0,4,3,1,2,1,1,1,0,2,2,1,0,1,2,1,0
17240,7,7.0,2,1,1,1,1,1,1,0,0,1,2,0,0,0,1,0
17241,25,19.0,4,2,1,1,1,0,0,1,0,0,3,0,0,1,3,0
17242,75,64.0,10,3,2,1,1,0,0,1,0,0,8,2,3,1,7,2
17243,14,11.0,8,1,1,1,2,2,2,0,1,1,3,0,2,2,2,0
17244,16,16.0,1,1,1,1,1,0,0,1,0,0,6,0,0,0,6,0
17246,11,11.0,5,1,1,1,1,2,2,0,1,1,1,0,1,1,1,0
17247,12,9.0,7,3,1,1,1,0,0,1,0,0,3,0,0,1,3,0
17248,16,16.0,1,1,2,1,1,1,2,0,0,1,3,0,2,1,3,0
17249,43,37.0,8,3,2,1,1,1,2,0,1,1,6,1,4,2,4,1
17250,7,7.0,2,1,2,1,1,1,2,0,0,1,2,0,0,1,2,0
17252,77,76.0,10,3,2,1,1,1,2,0,1,1,19,0,2,2,19,0
17253,21,21.0,6,2,1,1,1,1,2,0,1,1,3,0,1,1,3,0
17254,21,10.0,8,2,1,1,1,1,2,0,1,1,2,1,1,1,2,1
17255,2,0.0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0
17256,6,6.0,1,1,1,1,1,0,0,1,0,0,2,0,1,1,1,0
17257,38,36.0,3,2,1,1,1,1,1,0,0,1,5,0,1,2,5,0
17258,71,71.0,14,2,2,1,1,1,2,0,0,1,9,7,1,2,9,7
17259,253,227.0,18,2,2,2,2,3,4,0,3,3,16,1,4,3,15,1
17261,3,2.0,2,3,1,1,1,0,0,1,0,0,1,0,0,0,1,0
17262,94,94.0,9,2,2,1,1,1,2,0,1,1,9,1,2,2,8,1
17263,5,5.0,2,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
17264,2,2.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
17265,35,33.0,8,2,2,1,1,1,2,0,1,1,8,1,1,1,8,1
17266,46,35.0,12,2,2,1,1,1,2,0,1,2,5,0,1,1,5,0
17267,33,31.0,7,3,1,1,1,1,1,0,1,1,2,0,1,1,2,0
17268,67,66.0,8,3,2,2,2,2,3,0,1,1,9,4,1,3,8,4
17269,11,9.0,4,3,1,1,1,1,2,0,1,1,2,0,1,1,2,0
17270,31,28.0,10,3,2,2,2,1,1,1,0,1,8,1,1,1,8,1
17271,22,22.0,6,2,2,1,1,1,2,0,1,1,3,1,2,1,3,1
17272,3,3.0,3,1,1,1,1,1,2,0,1,1,1,0,0,1,1,0
17273,46,46.0,3,1,2,1,1,1,2,0,1,1,10,0,2,1,9,0
17274,382,379.0,7,1,2,2,2,2,5,0,1,2,14,0,1,1,12,0
17275,26,25.0,7,2,2,3,3,2,2,1,2,4,4,0,1,2,4,0
17276,46,44.0,3,3,1,1,1,1,2,0,0,1,6,1,2,1,6,1
17277,10,9.0,6,1,1,1,1,1,1,0,1,2,2,0,1,1,2,0
17278,1,1.0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
17279,16,14.0,3,2,2,1,1,1,1,0,0,1,3,1,1,2,3,1
17280,6,5.0,4,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
17281,83,83.0,11,2,2,1,1,1,4,0,1,1,9,2,1,1,9,2
17282,27,18.0,3,2,1,1,1,1,1,0,0,1,3,0,1,1,2,0
17283,7,5.0,2,1,2,1,1,1,2,0,0,2,2,0,1,1,2,0
17284,37,32.0,6,3,1,2,1,1,2,0,1,1,4,1,2,1,4,1
17285,24,20.0,6,3,1,1,1,1,1,0,1,1,1,0,0,1,1,0
17286,17,16.0,8,1,1,1,1,1,2,0,1,2,2,0,0,1,2,0
17287,48,36.0,14,2,1,1,1,1,2,0,1,1,6,1,2,2,6,1
17288,135,98.0,19,2,3,2,1,0,0,2,0,0,10,2,4,2,7,2
17289,7,6.0,2,2,1,1,1,0,0,1,0,0,3,0,0,0,3,0
17290,15,14.0,8,1,1,1,1,1,5,1,1,2,4,0,1,1,4,0
17291,4,4.0,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
17292,37,22.0,15,2,1,1,1,1,0,0,1,2,1,0,1,1,1,0
17293,4,4.0,2,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
17294,20,18.0,2,1,2,1,1,1,2,0,0,1,5,0,1,1,5,0
17295,9,6.0,8,2,1,1,2,0,0,1,0,0,1,0,0,1,1,0
17296,30,27.0,3,1,1,1,1,1,2,0,0,1,4,0,0,1,4,0
17297,6,5.0,2,2,2,1,1,0,0,1,0,0,2,1,2,0,1,1
17298,172,107.0,3,2,2,2,0,1,1,0,0,1,5,0,0,0,5,0
17299,133,132.0,8,2,2,1,1,1,2,0,1,1,13,8,5,3,11,8
17300,25,25.0,2,1,1,1,1,1,2,0,1,1,4,0,2,2,4,0
17301,1,1.0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
17303,12,8.0,5,2,2,1,1,0,0,1,0,0,3,0,0,0,1,0
17304,14,14.0,2,1,2,1,1,1,2,0,0,1,4,0,1,1,4,0
17305,44,30.0,3,2,1,1,1,1,2,0,0,1,7,0,0,3,6,0
17306,37,33.0,7,2,2,1,1,1,2,0,1,1,10,1,3,1,9,1
17307,8,8.0,6,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17309,15,15.0,6,2,2,1,1,1,1,0,0,1,2,1,0,1,2,1
17310,32,20.0,3,2,1,1,1,1,1,0,0,1,3,0,1,1,3,0
17311,23,20.0,11,3,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17312,5,5.0,4,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
17314,48,27.0,3,2,2,2,0,1,1,0,0,1,3,0,0,0,3,0
17315,13,10.0,8,2,1,2,2,0,0,2,0,0,4,0,0,2,4,0
17316,23,20.0,10,3,1,1,1,1,2,0,1,2,2,0,1,1,2,0
17317,14,10.0,4,3,1,1,1,0,0,1,0,0,2,0,0,1,2,0
17318,11,6.0,3,2,1,1,1,0,0,1,0,0,2,0,0,0,2,0
17319,12,11.0,9,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0
17320,20,14.0,13,2,1,1,1,1,0,0,1,2,1,0,1,1,1,0
17321,22,15.0,6,2,1,1,1,0,0,1,0,0,7,0,3,1,7,0
17322,11,11.0,2,1,2,1,1,1,2,0,0,3,3,0,1,1,3,0
17323,8,8.0,8,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1
17324,11,9.0,3,1,2,1,1,1,3,0,0,1,4,0,1,2,4,0
17325,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17328,14,11.0,4,2,1,1,1,1,2,0,1,1,1,0,0,1,1,0
17329,22,18.0,5,2,2,1,2,0,0,1,0,0,6,0,0,1,2,0
17330,9,7.0,5,2,1,1,1,0,0,1,0,0,3,0,0,0,3,0
17331,9,9.0,2,1,2,1,1,1,1,0,0,1,2,0,2,1,2,0
17332,75,70.0,13,2,2,1,2,0,0,1,0,0,7,6,1,1,6,5
17333,14,14.0,2,1,2,1,1,0,0,1,0,0,3,0,2,1,3,0
17334,7,7.0,7,2,2,2,2,1,1,1,1,1,2,0,0,1,2,0
17335,6,4.0,2,2,1,1,1,1,1,0,0,0,2,0,0,1,2,0
17336,3,3.0,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
17337,24,18.0,6,3,1,1,1,1,2,0,1,1,1,0,1,0,1,0
17338,23,20.0,7,1,3,1,3,4,0,0,1,2,4,0,1,1,4,0
17339,14,6.0,4,2,1,1,1,1,1,0,1,2,3,0,1,2,3,0
17340,13,13.0,2,1,2,1,1,0,0,1,0,0,2,0,1,1,2,0
17341,8,8.0,6,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
17342,27,26.0,7,2,2,1,1,0,0,1,0,0,4,1,0,0,4,1
17343,10,10.0,2,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
17344,6,6.0,5,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0
17345,6,6.0,4,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
17346,27,17.0,3,2,1,1,1,1,2,0,0,1,4,0,1,1,3,0
17347,6,6.0,6,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17348,9,9.0,2,1,1,1,2,0,0,1,0,0,2,0,0,0,2,0
17349,17,17.0,2,1,2,1,1,1,2,0,0,1,2,0,1,1,2,0
17350,5,5.0,5,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17351,27,27.0,2,1,2,1,1,1,1,0,0,1,2,0,1,1,2,0
17352,57,30.0,5,2,1,1,1,1,2,0,1,1,7,0,1,1,7,0
17353,15,15.0,2,1,2,1,1,1,2,0,0,1,3,0,0,2,3,0
17354,3,3.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
17356,14,8.0,5,2,1,1,1,1,2,0,1,1,3,0,0,1,3,0
17357,34,26.0,8,2,1,1,1,1,2,1,0,2,5,1,3,1,5,1
17358,8,8.0,7,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
17359,34,29.0,7,2,2,1,1,0,0,1,0,0,6,1,0,0,6,1
17360,41,41.0,1,1,1,1,1,1,2,0,0,1,6,0,1,1,6,0
17361,43,35.0,11,3,1,2,4,0,0,5,0,0,8,0,1,1,6,0
17362,11,6.0,2,2,1,1,1,1,0,0,0,1,1,0,1,1,1,0
17364,216,195.0,17,3,2,2,1,1,2,0,2,1,23,6,2,7,22,6
17365,3,3.0,1,1,1,1,1,1,1,0,0,1,2,0,1,1,2,0
17366,5,5.0,2,1,1,1,1,0,0,1,0,0,2,0,0,0,2,0
17367,22,17.0,9,1,3,2,2,2,1,0,2,3,4,0,3,1,4,0
17368,17,15.0,8,1,1,1,1,1,1,0,1,1,4,0,1,1,4,0
17369,44,38.0,12,1,1,1,1,1,2,0,1,2,5,0,1,1,5,0
17370,25,25.0,2,1,2,1,1,0,0,1,0,0,9,0,0,0,6,0
17371,22,14.0,5,2,1,1,1,1,0,0,1,1,1,0,1,1,1,0
17372,13,11.0,3,2,1,1,1,0,0,1,0,0,4,0,0,0,4,0
17373,55,40.0,7,2,1,1,1,1,1,0,1,1,5,1,2,1,5,1
17374,35,20.0,10,3,1,2,2,2,2,0,2,4,2,0,0,1,2,0
17376,11,9.0,3,1,2,1,1,0,0,1,0,0,4,0,1,1,4,0
17377,25,20.0,8,2,2,1,1,1,1,0,1,1,3,0,2,1,3,0
17378,11,4.0,5,2,1,1,1,1,1,0,1,1,1,0,0,1,1,0
17380,8,7.0,3,3,1,1,1,0,0,1,0,0,2,0,1,1,2,0
17381,24,24.0,6,2,2,1,1,1,1,0,0,1,3,1,1,1,2,1
17383,5,5.0,1,1,1,1,1,1,1,0,0,1,2,0,1,2,2,0
17384,20,20.0,2,1,2,1,1,1,2,0,0,1,4,0,3,1,4,0
17385,31,31.0,2,1,2,1,1,1,2,0,0,1,5,0,2,1,5,0
17387,8,8.0,2,1,2,1,1,0,0,1,0,0,4,0,0,0,4,0
17388,38,38.0,5,2,2,1,1,1,3,0,1,1,7,1,1,2,7,1
17389,24,19.0,9,3,2,2,2,1,0,1,1,1,3,1,2,2,3,1
17390,4,4.0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
17391,30,30.0,11,2,2,1,1,0,0,1,0,0,6,5,3,0,4,2
17392,95,92.0,15,3,3,2,2,1,2,1,1,2,4,4,3,1,2,2
17393,9,9.0,3,1,1,1,1,1,1,0,1,1,1,0,0,2,1,0
17394,11,11.0,6,2,2,1,1,1,2,0,0,1,2,2,1,1,2,2
17395,12,12.0,2,1,2,1,1,1,1,0,0,1,3,0,1,1,2,0
17396,5,5.0,2,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0
17397,17,16.0,5,1,2,2,3,0,0,2,0,0,4,0,2,1,4,0
17398,157,101.0,8,3,2,1,1,1,2,0,1,1,16,1,1,1,5,1
17399,26,25.0,5,3,1,1,1,0,0,1,0,0,5,0,1,1,5,0
17400,33,30.0,5,2,2,1,1,1,2,0,1,1,4,0,1,1,4,0
17401,5,5.0,2,1,1,1,1,1,1,0,0,1,3,0,2,1,3,0
17402,12,4.0,3,2,1,1,1,1,1,0,0,1,1,0,0,1,1,0
17403,16,15.0,3,2,2,1,1,1,1,0,0,1,4,0,0,2,4,0
17404,167,160.0,16,3,2,1,2,2,3,0,2,2,21,5,5,1,18,5
17405,34,31.0,9,2,2,1,1,1,2,0,1,1,6,1,3,3,6,1
17406,9,7.0,9,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17407,1,1.0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
17408,29,22.0,3,2,1,1,1,1,1,0,0,2,2,0,0,1,2,0
17409,49,44.0,7,2,1,1,1,1,2,1,0,1,11,1,1,3,8,1
17410,21,20.0,7,2,2,1,1,1,2,0,0,1,4,1,1,1,4,1
17411,17,9.0,6,1,2,1,1,0,0,1,0,0,5,0,3,1,5,0
17412,22,20.0,6,1,2,1,1,1,2,0,1,1,3,0,0,0,3,0
17413,18,17.0,7,1,2,2,2,2,3,0,2,1,3,0,0,1,3,0
17414,15,10.0,6,3,1,1,1,0,0,1,0,0,3,0,0,0,3,0
17415,13,13.0,7,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
17416,5,4.0,5,2,1,1,1,1,1,0,1,1,1,0,0,1,1,0
17417,21,14.0,7,2,2,1,1,1,1,0,1,1,2,0,2,2,2,0
17418,16,16.0,6,2,3,1,1,0,0,2,0,0,8,1,1,1,8,1
17419,24,20.0,9,2,2,1,1,0,0,1,0,0,9,1,2,1,8,1
17420,28,25.0,7,2,1,1,1,1,3,0,0,1,3,1,0,2,3,1
17421,10,10.0,2,1,1,1,1,1,2,0,0,1,3,0,2,1,3,0
17422,23,22.0,2,3,3,1,2,0,0,1,0,0,8,0,1,1,7,0
17423,6,6.0,2,1,1,1,1,1,2,0,1,1,1,0,1,1,1,0
17424,9,8.0,6,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0
17425,50,45.0,4,3,2,1,1,1,2,0,0,1,7,1,2,1,6,1
17426,24,19.0,10,1,2,1,2,2,3,0,0,1,3,0,1,1,3,0
17427,76,57.0,10,3,3,2,2,2,3,0,2,4,8,0,1,2,6,0
17428,14,12.0,12,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0
17429,6,6.0,2,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
17430,58,47.0,9,3,3,2,2,1,2,1,1,1,15,0,5,2,15,0
17431,16,16.0,2,1,2,1,1,0,0,1,0,0,6,0,2,1,4,0
17432,97,97.0,4,1,2,1,1,1,3,0,1,1,5,0,0,1,5,0
17433,11,10.0,3,2,2,2,2,1,2,1,1,1,3,0,1,1,3,0
17434,28,18.0,3,2,1,1,1,0,0,1,0,0,5,0,0,0,5,0
17435,14,11.0,3,2,1,1,1,1,1,0,0,1,3,0,1,1,3,0
17436,9,9.0,6,1,1,1,1,1,2,0,1,1,2,0,0,1,2,0
17437,4,4.0,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
17438,17,16.0,4,3,1,2,2,2,2,0,2,3,2,0,2,3,2,0
17439,59,44.0,3,2,1,1,1,1,3,0,0,2,8,0,1,2,8,0
17440,41,40.0,19,3,2,3,2,0,0,2,0,0,4,3,1,2,4,3
17441,9,5.0,3,2,1,1,1,1,2,0,0,1,1,0,1,1,1,0
