UID,days_sum,days_sub,days_rate,o_t_days
16561,55.0,19.0,2.0555555555555554,6.0
16562,5.0,3.0,4.0,0.0
16563,12.0,10.0,11.0,1.0
16564,9.0,-3.0,0.5,1.0
16565,18.0,-2.0,0.8,1.0
16566,36.0,4.0,1.25,3.0
16567,32.0,16.0,3.0,4.0
16568,63.0,21.0,2.0,6.0
16569,51.0,19.0,2.1875,3.0
16570,5.0,1.0,1.5,1.0
16571,8.0,6.0,7.0,1.0
16572,27.0,5.0,1.4545454545454546,3.0
16573,16.0,10.0,4.333333333333333,1.0
16574,,,,
16575,98.0,48.0,2.92,5.0
16576,81.0,37.0,2.6818181818181817,3.0
16577,,,,
16578,,,,
16579,,,,
16580,,,,
16581,8.0,6.0,7.0,1.0
16582,32.0,28.0,15.0,1.0
16583,21.0,13.0,4.25,2.0
16584,29.0,27.0,28.0,1.0
16585,65.0,57.0,15.25,2.0
16586,8.0,0.0,1.0,1.0
16587,14.0,10.0,6.0,1.0
16588,10.0,2.0,1.5,1.0
16589,10.0,-2.0,0.6666666666666666,0.0
16590,9.0,5.0,3.5,2.0
16591,31.0,29.0,30.0,1.0
16592,357.0,223.0,4.3283582089552235,12.0
16593,19.0,15.0,8.5,2.0
16594,24.0,8.0,2.0,0.0
16595,14.0,2.0,1.3333333333333333,1.0
16596,117.0,93.0,8.75,5.0
16597,33.0,1.0,1.0625,5.0
16598,28.0,24.0,13.0,1.0
16599,17.0,5.0,1.8333333333333333,2.0
16600,,,,
16601,23.0,-21.0,0.045454545454545456,1.0
16602,30.0,14.0,2.75,1.0
16603,,,,
16604,9.0,7.0,8.0,1.0
16605,19.0,11.0,3.75,1.0
16606,56.0,16.0,1.8,4.0
16607,6.0,4.0,5.0,1.0
16608,3.0,1.0,2.0,0.0
16609,,,,
16610,51.0,33.0,4.666666666666667,2.0
16611,8.0,6.0,7.0,1.0
16612,,,,
16613,31.0,19.0,4.166666666666667,2.0
16614,42.0,-20.0,0.3548387096774194,2.0
16615,,,,
16616,,,,
16617,11.0,5.0,2.6666666666666665,0.0
16618,,,,
16619,84.0,18.0,1.5454545454545454,5.0
16620,18.0,12.0,5.0,1.0
16621,,,,
16622,14.0,6.0,2.5,2.0
16623,25.0,15.0,4.0,0.0
16624,36.0,20.0,3.5,1.0
16625,14.0,6.0,2.5,1.0
16626,94.0,4.0,1.0888888888888888,12.0
16627,45.0,27.0,4.0,2.0
16628,17.0,15.0,16.0,1.0
16629,30.0,18.0,4.0,1.0
16630,28.0,24.0,13.0,1.0
16631,44.0,14.0,1.9333333333333333,6.0
16632,86.0,12.0,1.3243243243243243,8.0
16633,15.0,11.0,6.5,1.0
16634,28.0,8.0,1.8,2.0
16635,94.0,78.0,10.75,3.0
16636,62.0,18.0,1.8181818181818181,3.0
16637,,,,
16638,11.0,7.0,4.5,1.0
16639,30.0,16.0,3.2857142857142856,2.0
16640,,,,
16641,12.0,6.0,3.0,1.0
16642,24.0,22.0,23.0,0.0
16643,,,,
16644,11.0,-3.0,0.5714285714285714,1.0
16645,44.0,20.0,2.6666666666666665,2.0
16646,7.0,5.0,6.0,1.0
16647,22.0,16.0,6.333333333333333,2.0
16648,9.0,7.0,8.0,1.0
16649,94.0,18.0,1.4736842105263157,9.0
16650,16.0,-2.0,0.7777777777777778,2.0
16651,20.0,18.0,19.0,1.0
16652,224.0,210.0,31.0,5.0
16653,6.0,-2.0,0.5,0.0
16654,47.0,5.0,1.2380952380952381,6.0
16655,25.0,15.0,4.0,1.0
16656,18.0,-8.0,0.38461538461538464,2.0
16657,,,,
16658,33.0,9.0,1.75,2.0
16659,,,,
16660,98.0,40.0,2.3793103448275863,5.0
16661,21.0,17.0,9.5,1.0
16662,164.0,86.0,3.2051282051282053,7.0
16663,8.0,4.0,3.0,1.0
16664,82.0,68.0,10.714285714285714,4.0
16665,38.0,26.0,5.333333333333333,2.0
16666,,,,
16667,9.0,3.0,2.0,1.0
16668,27.0,-1.0,0.9285714285714286,4.0
16669,3.0,1.0,2.0,1.0
16670,12.0,6.0,3.0,2.0
16671,2.0,0.0,1.0,1.0
16672,35.0,17.0,2.888888888888889,2.0
16673,32.0,8.0,1.6666666666666667,3.0
16674,16.0,4.0,1.6666666666666667,1.0
16675,30.0,10.0,2.0,3.0
16676,5.0,3.0,4.0,0.0
16677,7.0,5.0,6.0,1.0
16678,17.0,9.0,3.25,3.0
16679,35.0,15.0,2.5,3.0
16680,25.0,13.0,3.1666666666666665,1.0
16681,112.0,8.0,1.1538461538461537,13.0
16682,23.0,13.0,3.6,2.0
16683,69.0,39.0,3.6,4.0
16684,,,,
16685,66.0,40.0,4.076923076923077,3.0
16686,,,,
16687,64.0,44.0,5.4,4.0
16688,16.0,6.0,2.2,1.0
16689,42.0,32.0,7.4,3.0
16690,115.0,89.0,7.846153846153846,5.0
16691,26.0,2.0,1.1666666666666667,3.0
16692,19.0,11.0,3.75,1.0
16693,61.0,51.0,11.2,2.0
16694,34.0,20.0,3.857142857142857,2.0
16695,54.0,18.0,2.0,6.0
16696,,,,
16697,20.0,0.0,1.0,2.0
16698,,,,
16699,63.0,23.0,2.15,1.0
16700,,,,
16701,68.0,-2.0,0.9428571428571428,3.0
16702,,,,
16703,25.0,-1.0,0.9230769230769231,4.0
16704,51.0,17.0,2.0,5.0
16705,21.0,5.0,1.625,1.0
16706,10.0,6.0,4.0,0.0
16707,8.0,0.0,1.0,1.0
16708,23.0,15.0,4.75,1.0
16709,4.0,0.0,1.0,0.0
16710,17.0,7.0,2.4,2.0
16711,333.0,161.0,2.872093023255814,20.0
16712,221.0,181.0,10.05,5.0
16713,22.0,16.0,6.333333333333333,1.0
16714,6.0,4.0,5.0,1.0
16715,24.0,12.0,3.0,1.0
16716,43.0,35.0,9.75,1.0
16717,33.0,9.0,1.75,8.0
16718,44.0,8.0,1.4444444444444444,6.0
16719,,,,
16720,193.0,121.0,4.361111111111111,8.0
16721,39.0,15.0,2.25,4.0
16722,15.0,11.0,6.5,0.0
16723,12.0,4.0,2.0,1.0
16724,5.0,1.0,1.5,1.0
16725,,,,
16726,14.0,8.0,3.6666666666666665,1.0
16727,14.0,8.0,3.6666666666666665,1.0
16728,11.0,3.0,1.75,1.0
16729,4.0,0.0,1.0,0.0
16730,86.0,40.0,2.739130434782609,4.0
16731,50.0,42.0,11.5,3.0
16732,23.0,17.0,6.666666666666667,1.0
16733,264.0,82.0,1.901098901098901,21.0
16734,6.0,0.0,1.0,0.0
16735,,,,
16736,40.0,0.0,1.0,3.0
16737,59.0,43.0,6.375,3.0
16738,58.0,30.0,3.142857142857143,2.0
16739,142.0,124.0,14.777777777777779,5.0
16740,,,,
16741,10.0,4.0,2.3333333333333335,1.0
16742,8.0,6.0,7.0,1.0
16743,18.0,6.0,2.0,1.0
16744,4.0,2.0,3.0,1.0
16745,30.0,4.0,1.3076923076923077,2.0
16746,28.0,16.0,3.6666666666666665,2.0
16747,,,,
16748,299.0,135.0,2.6463414634146343,12.0
16749,21.0,19.0,20.0,1.0
16750,,,,
16751,21.0,15.0,6.0,2.0
16752,20.0,14.0,5.666666666666667,2.0
16753,83.0,23.0,1.7666666666666666,7.0
16754,19.0,-7.0,0.46153846153846156,0.0
16755,36.0,26.0,6.2,1.0
16756,24.0,-4.0,0.7142857142857143,6.0
16757,34.0,12.0,2.090909090909091,8.0
16758,282.0,124.0,2.569620253164557,11.0
16759,113.0,73.0,4.65,7.0
16760,,,,
16761,27.0,-1.0,0.9285714285714286,2.0
16762,80.0,64.0,9.0,2.0
16763,10.0,4.0,2.3333333333333335,1.0
16764,24.0,2.0,1.1818181818181819,2.0
16765,15.0,7.0,2.75,3.0
16766,14.0,6.0,2.5,1.0
16767,28.0,4.0,1.3333333333333333,3.0
16768,,,,
16769,24.0,16.0,5.0,1.0
16770,49.0,25.0,3.0833333333333335,4.0
16771,38.0,4.0,1.2352941176470589,2.0
16772,8.0,6.0,7.0,1.0
16773,21.0,13.0,4.25,2.0
16774,9.0,-3.0,0.5,0.0
16775,60.0,30.0,3.0,6.0
16776,34.0,12.0,2.090909090909091,3.0
16777,12.0,2.0,1.4,1.0
16778,62.0,58.0,30.0,0.0
16779,10.0,4.0,2.3333333333333335,1.0
16780,44.0,4.0,1.2,5.0
16781,35.0,31.0,16.5,2.0
16782,66.0,0.0,1.0,6.0
16783,16.0,14.0,15.0,1.0
16784,14.0,10.0,6.0,0.0
16785,9.0,7.0,8.0,1.0
16786,,,,
16787,17.0,13.0,7.5,1.0
16788,,,,
16789,117.0,71.0,4.086956521739131,6.0
16790,51.0,35.0,5.375,3.0
16791,3.0,-1.0,0.5,1.0
16792,28.0,22.0,8.333333333333334,1.0
16793,169.0,143.0,12.0,6.0
16794,2.0,0.0,1.0,0.0
16795,16.0,4.0,1.6666666666666667,0.0
16796,119.0,63.0,3.25,10.0
16797,53.0,31.0,3.8181818181818183,3.0
16798,85.0,81.0,41.5,2.0
16799,6.0,4.0,5.0,0.0
16800,,,,
16801,20.0,14.0,5.666666666666667,1.0
16802,34.0,20.0,3.857142857142857,5.0
16803,34.0,-8.0,0.6190476190476191,3.0
16804,28.0,8.0,1.8,4.0
16805,,,,
16806,13.0,11.0,12.0,1.0
16807,39.0,15.0,2.25,4.0
16808,8.0,6.0,7.0,1.0
16809,11.0,7.0,4.5,1.0
16810,24.0,-2.0,0.8461538461538461,2.0
16811,104.0,38.0,2.1515151515151514,7.0
16812,13.0,11.0,12.0,1.0
16813,18.0,10.0,3.5,1.0
16814,21.0,13.0,4.25,1.0
16815,26.0,-4.0,0.7333333333333333,2.0
16816,,,,
16817,49.0,5.0,1.2272727272727273,5.0
16818,18.0,10.0,3.5,1.0
16819,3.0,-1.0,0.5,0.0
16820,47.0,15.0,1.9375,5.0
16821,29.0,-5.0,0.7058823529411765,2.0
16822,22.0,10.0,2.6666666666666665,1.0
16823,3.0,-1.0,0.5,1.0
16824,38.0,10.0,1.7142857142857142,3.0
16825,9.0,-1.0,0.8,1.0
16826,24.0,14.0,3.8,2.0
16827,7.0,3.0,2.5,1.0
16828,74.0,20.0,1.7407407407407407,6.0
16829,16.0,8.0,3.0,2.0
16830,113.0,91.0,9.272727272727273,4.0
16831,5.0,3.0,4.0,1.0
16832,8.0,6.0,7.0,1.0
16833,,,,
16834,6.0,4.0,5.0,1.0
16835,39.0,21.0,3.3333333333333335,2.0
16836,114.0,84.0,6.6,7.0
16837,22.0,20.0,21.0,1.0
16838,24.0,10.0,2.4285714285714284,3.0
16839,,,,
16840,8.0,-2.0,0.6,1.0
16841,13.0,-1.0,0.8571428571428571,2.0
16842,32.0,20.0,4.333333333333333,2.0
16843,19.0,5.0,1.7142857142857142,1.0
16844,10.0,-6.0,0.25,1.0
16845,62.0,34.0,3.4285714285714284,3.0
16846,,,,
16847,72.0,38.0,3.235294117647059,4.0
16848,21.0,11.0,3.2,2.0
16849,80.0,36.0,2.6363636363636362,5.0
16850,57.0,-27.0,0.35714285714285715,3.0
16851,66.0,64.0,65.0,1.0
16852,16.0,6.0,2.2,2.0
16853,4.0,-2.0,0.3333333333333333,1.0
16854,,,,
16855,61.0,31.0,3.066666666666667,3.0
16856,28.0,20.0,6.0,2.0
16857,14.0,2.0,1.3333333333333333,2.0
16858,22.0,10.0,2.6666666666666665,3.0
16859,14.0,-4.0,0.5555555555555556,1.0
16860,77.0,37.0,2.85,5.0
16861,20.0,2.0,1.2222222222222223,1.0
16862,50.0,6.0,1.2727272727272727,5.0
16863,37.0,13.0,2.0833333333333335,5.0
16864,31.0,-9.0,0.55,2.0
16865,257.0,111.0,2.5205479452054793,12.0
16866,5.0,-3.0,0.25,0.0
16867,53.0,-9.0,0.7096774193548387,8.0
16868,,,,
16869,7.0,5.0,6.0,1.0
16870,,,,
16871,17.0,-11.0,0.21428571428571427,3.0
16872,31.0,3.0,1.2142857142857142,3.0
16873,14.0,10.0,6.0,1.0
16874,24.0,16.0,5.0,1.0
16875,46.0,8.0,1.4210526315789473,2.0
16876,17.0,11.0,4.666666666666667,1.0
16877,13.0,7.0,3.3333333333333335,2.0
16878,10.0,8.0,9.0,0.0
16879,32.0,8.0,1.6666666666666667,3.0
16880,45.0,21.0,2.75,4.0
16881,15.0,-9.0,0.25,1.0
16882,13.0,5.0,2.25,1.0
16883,32.0,28.0,15.0,1.0
16884,32.0,16.0,3.0,3.0
16885,30.0,24.0,9.0,2.0
16886,170.0,146.0,13.166666666666666,5.0
16887,31.0,11.0,2.1,2.0
16888,32.0,12.0,2.2,3.0
16889,25.0,17.0,5.25,2.0
16890,12.0,0.0,1.0,1.0
16891,24.0,16.0,5.0,3.0
16892,116.0,40.0,2.0526315789473686,3.0
16893,43.0,39.0,20.5,1.0
16894,4.0,0.0,1.0,1.0
16895,40.0,20.0,3.0,3.0
16896,32.0,24.0,7.0,2.0
16897,22.0,16.0,6.333333333333333,1.0
16898,25.0,5.0,1.5,2.0
16899,22.0,-6.0,0.5714285714285714,1.0
16900,46.0,4.0,1.1904761904761905,4.0
16901,39.0,17.0,2.5454545454545454,4.0
16902,11.0,5.0,2.6666666666666665,1.0
16903,39.0,25.0,4.571428571428571,1.0
16904,23.0,15.0,4.75,0.0
16905,21.0,19.0,20.0,0.0
16906,60.0,-4.0,0.875,9.0
16907,11.0,9.0,10.0,1.0
16908,51.0,9.0,1.4285714285714286,6.0
16909,66.0,40.0,4.076923076923077,4.0
16910,,,,
16911,51.0,3.0,1.125,4.0
16912,20.0,18.0,19.0,1.0
16913,8.0,0.0,1.0,2.0
16914,24.0,6.0,1.6666666666666667,2.0
16915,18.0,10.0,3.5,1.0
16916,299.0,137.0,2.691358024691358,12.0
16917,33.0,-1.0,0.9411764705882353,2.0
16918,71.0,43.0,4.071428571428571,4.0
16919,65.0,17.0,1.7083333333333333,9.0
16920,28.0,18.0,4.6,3.0
16921,73.0,61.0,11.166666666666666,3.0
16922,7.0,5.0,6.0,1.0
16923,,,,
16924,117.0,59.0,3.0344827586206895,9.0
16925,45.0,25.0,3.5,3.0
16926,127.0,59.0,2.735294117647059,9.0
16927,129.0,61.0,2.7941176470588234,12.0
16928,18.0,8.0,2.6,0.0
16929,4.0,-2.0,0.3333333333333333,1.0
16930,6.0,4.0,5.0,0.0
16931,19.0,3.0,1.375,1.0
16932,113.0,95.0,11.555555555555555,4.0
16933,21.0,9.0,2.5,2.0
16934,7.0,1.0,1.3333333333333333,1.0
16935,87.0,59.0,5.214285714285714,5.0
16936,28.0,16.0,3.6666666666666665,4.0
16937,139.0,45.0,1.9574468085106382,7.0
16938,25.0,5.0,1.5,3.0
16939,10.0,8.0,9.0,1.0
16940,22.0,20.0,21.0,1.0
16941,16.0,4.0,1.6666666666666667,1.0
16942,37.0,21.0,3.625,2.0
16943,106.0,78.0,6.571428571428571,5.0
16944,13.0,7.0,3.3333333333333335,1.0
16945,,,,
16946,39.0,19.0,2.9,0.0
16947,10.0,0.0,1.0,1.0
16948,24.0,14.0,3.8,1.0
16949,,,,
16950,24.0,12.0,3.0,2.0
16951,12.0,-4.0,0.5,1.0
16952,92.0,52.0,3.6,4.0
16953,9.0,7.0,8.0,1.0
16954,,,,
16955,54.0,46.0,12.5,3.0
16956,19.0,-1.0,0.9,2.0
16957,11.0,-3.0,0.5714285714285714,1.0
16958,7.0,5.0,6.0,1.0
16959,19.0,13.0,5.333333333333333,1.0
16960,6.0,2.0,2.0,0.0
16961,10.0,0.0,1.0,1.0
16962,72.0,48.0,5.0,3.0
16963,89.0,11.0,1.2820512820512822,5.0
16964,29.0,7.0,1.6363636363636365,2.0
16965,11.0,3.0,1.75,2.0
16966,7.0,1.0,1.3333333333333333,1.0
16967,6.0,2.0,2.0,0.0
16968,18.0,12.0,5.0,1.0
16969,190.0,100.0,3.2222222222222223,7.0
16970,42.0,28.0,5.0,2.0
16971,84.0,40.0,2.8181818181818183,4.0
16972,13.0,3.0,1.6,1.0
16973,22.0,14.0,4.5,3.0
16974,6.0,4.0,5.0,1.0
16975,30.0,-2.0,0.875,2.0
16976,3.0,1.0,2.0,0.0
16977,21.0,13.0,4.25,1.0
16978,53.0,23.0,2.533333333333333,4.0
16979,12.0,-2.0,0.7142857142857143,0.0
16980,,,,
16981,412.0,348.0,11.875,11.0
16982,15.0,7.0,2.75,1.0
16983,4.0,2.0,3.0,1.0
16984,4.0,0.0,1.0,0.0
16985,51.0,9.0,1.4285714285714286,4.0
16986,111.0,81.0,6.4,5.0
16987,31.0,15.0,2.875,2.0
16988,17.0,1.0,1.125,3.0
16989,,,,
16990,11.0,7.0,4.5,1.0
16991,,,,
16992,,,,
16993,23.0,-13.0,0.2777777777777778,3.0
16994,43.0,23.0,3.3,3.0
16995,217.0,199.0,23.11111111111111,4.0
16996,52.0,10.0,1.4761904761904763,3.0
16997,56.0,10.0,1.434782608695652,3.0
16998,56.0,30.0,3.3076923076923075,4.0
16999,68.0,28.0,2.4,6.0
17000,,,,
17001,12.0,-2.0,0.7142857142857143,0.0
17002,32.0,22.0,5.4,2.0
17003,9.0,5.0,3.5,0.0
17004,36.0,34.0,35.0,1.0
17005,45.0,25.0,3.5,4.0
17006,,,,
17007,62.0,20.0,1.9523809523809523,3.0
17008,19.0,7.0,2.1666666666666665,2.0
17009,,,,
17010,73.0,57.0,8.125,2.0
17011,22.0,18.0,10.0,1.0
17012,11.0,5.0,2.6666666666666665,2.0
17013,6.0,4.0,5.0,1.0
17014,25.0,-1.0,0.9230769230769231,2.0
17015,54.0,44.0,9.8,2.0
17016,204.0,80.0,2.2903225806451615,12.0
17017,13.0,-3.0,0.625,2.0
17018,9.0,-3.0,0.5,1.0
17019,,,,
17020,6.0,4.0,5.0,1.0
17021,218.0,126.0,3.739130434782609,10.0
17022,33.0,31.0,32.0,1.0
17023,,,,
17024,,,,
17025,804.0,266.0,1.9888475836431228,19.0
17026,66.0,56.0,12.2,3.0
17027,259.0,111.0,2.5,13.0
17028,62.0,50.0,9.333333333333334,2.0
17029,12.0,10.0,11.0,1.0
17030,97.0,29.0,1.8529411764705883,9.0
17031,8.0,6.0,7.0,1.0
17032,53.0,5.0,1.2083333333333333,2.0
17033,9.0,7.0,8.0,1.0
17034,,,,
17035,78.0,50.0,4.571428571428571,4.0
17036,21.0,7.0,2.0,3.0
17037,47.0,11.0,1.6111111111111112,7.0
17038,5.0,-1.0,0.6666666666666666,0.0
17039,,,,
17040,20.0,12.0,4.0,1.0
17041,38.0,12.0,1.9230769230769231,4.0
17042,6.0,0.0,1.0,1.0
17043,47.0,11.0,1.6111111111111112,4.0
17044,21.0,5.0,1.625,2.0
17045,40.0,22.0,3.4444444444444446,2.0
17046,43.0,17.0,2.3076923076923075,5.0
17047,22.0,18.0,10.0,1.0
17048,15.0,13.0,14.0,1.0
17049,25.0,1.0,1.0833333333333333,2.0
17050,16.0,10.0,4.333333333333333,1.0
17051,,,,
17052,50.0,4.0,1.173913043478261,8.0
17053,7.0,1.0,1.3333333333333333,1.0
17054,31.0,1.0,1.0666666666666667,5.0
17055,,,,
17056,4.0,2.0,3.0,0.0
17057,38.0,26.0,5.333333333333333,2.0
17058,56.0,4.0,1.1538461538461537,5.0
17059,9.0,5.0,3.5,1.0
17060,105.0,77.0,6.5,7.0
17061,19.0,-5.0,0.5833333333333334,1.0
17062,8.0,4.0,3.0,1.0
17063,80.0,60.0,7.0,2.0
17064,15.0,9.0,4.0,1.0
17065,25.0,15.0,4.0,1.0
17066,50.0,30.0,4.0,3.0
17067,14.0,4.0,1.8,1.0
17068,19.0,13.0,5.333333333333333,1.0
17069,267.0,117.0,2.56,12.0
17070,20.0,14.0,5.666666666666667,2.0
17071,125.0,39.0,1.9069767441860466,7.0
17072,12.0,10.0,11.0,1.0
17073,168.0,74.0,2.574468085106383,9.0
17074,55.0,25.0,2.6666666666666665,4.0
17075,55.0,27.0,2.9285714285714284,5.0
17076,6.0,-4.0,0.2,1.0
17077,114.0,-42.0,0.46153846153846156,5.0
17078,13.0,5.0,2.25,0.0
17079,,,,
17080,169.0,31.0,1.4492753623188406,13.0
17081,14.0,2.0,1.3333333333333333,1.0
17082,10.0,-2.0,0.6666666666666666,0.0
17083,18.0,16.0,17.0,1.0
17084,,,,
17085,21.0,1.0,1.1,2.0
17086,19.0,7.0,2.1666666666666665,1.0
17087,28.0,14.0,3.0,4.0
17088,8.0,4.0,3.0,1.0
17089,,,,
17090,7.0,3.0,2.5,1.0
17091,23.0,11.0,2.8333333333333335,2.0
17092,17.0,-1.0,0.8888888888888888,3.0
17093,40.0,32.0,9.0,1.0
17094,9.0,7.0,8.0,1.0
17095,28.0,0.0,1.0,3.0
17096,77.0,35.0,2.6666666666666665,6.0
17097,,,,
17098,5.0,-1.0,0.6666666666666666,1.0
17099,5.0,1.0,1.5,0.0
17100,25.0,-5.0,0.6666666666666666,1.0
17101,81.0,61.0,7.1,5.0
17102,15.0,13.0,14.0,1.0
17103,29.0,15.0,3.142857142857143,3.0
17104,5.0,1.0,1.5,0.0
17105,25.0,15.0,4.0,1.0
17106,117.0,85.0,6.3125,4.0
17107,7.0,5.0,6.0,1.0
17108,334.0,-8.0,0.9532163742690059,17.0
17109,,,,
17110,27.0,-1.0,0.9285714285714286,4.0
17111,7.0,-1.0,0.75,0.0
17112,11.0,9.0,10.0,1.0
17113,30.0,6.0,1.5,2.0
17114,21.0,9.0,2.5,1.0
17115,79.0,25.0,1.9259259259259258,8.0
17116,62.0,42.0,5.2,4.0
17117,15.0,11.0,6.5,1.0
17118,7.0,-5.0,0.16666666666666666,1.0
17119,7.0,-1.0,0.75,0.0
17120,277.0,123.0,2.5974025974025974,11.0
17121,,,,
17122,90.0,58.0,4.625,6.0
17123,6.0,2.0,2.0,1.0
17124,59.0,21.0,2.1052631578947367,3.0
17125,89.0,75.0,11.714285714285714,3.0
17126,84.0,52.0,4.25,3.0
17127,422.0,132.0,1.910344827586207,21.0
17128,42.0,28.0,5.0,3.0
17129,,,,
17130,,,,
17131,8.0,6.0,7.0,1.0
17132,6.0,0.0,1.0,0.0
17133,,,,
17134,33.0,-3.0,0.8333333333333334,1.0
17135,6.0,4.0,5.0,1.0
17136,8.0,4.0,3.0,0.0
17137,,,,
17138,30.0,4.0,1.3076923076923077,1.0
17139,9.0,5.0,3.5,1.0
17140,36.0,30.0,11.0,2.0
17141,155.0,99.0,4.535714285714286,7.0
17142,24.0,4.0,1.4,2.0
17143,51.0,15.0,1.8333333333333333,4.0
17144,28.0,0.0,1.0,3.0
17145,,,,
17146,85.0,71.0,11.142857142857142,2.0
17147,109.0,101.0,26.25,3.0
17148,32.0,14.0,2.5555555555555554,5.0
17149,40.0,-4.0,0.8181818181818182,4.0
17150,39.0,5.0,1.2941176470588236,3.0
17151,30.0,2.0,1.1428571428571428,2.0
17152,84.0,54.0,4.6,3.0
17153,71.0,23.0,1.9583333333333333,4.0
17154,156.0,88.0,3.588235294117647,8.0
17155,19.0,1.0,1.1111111111111112,2.0
17156,,,,
17157,18.0,14.0,8.0,0.0
17158,24.0,12.0,3.0,2.0
17159,26.0,18.0,5.5,2.0
17160,,,,
17161,,,,
17162,19.0,3.0,1.375,3.0
17163,10.0,8.0,9.0,1.0
17164,275.0,171.0,4.288461538461538,14.0
17165,105.0,77.0,6.5,6.0
17166,275.0,121.0,2.5714285714285716,11.0
17167,,,,
17168,9.0,7.0,8.0,1.0
17169,36.0,14.0,2.272727272727273,3.0
17170,,,,
17171,47.0,7.0,1.35,3.0
17172,36.0,32.0,17.0,2.0
17173,15.0,11.0,6.5,1.0
17174,32.0,10.0,1.9090909090909092,2.0
17175,435.0,299.0,5.397058823529412,6.0
17176,16.0,0.0,1.0,1.0
17177,11.0,5.0,2.6666666666666665,1.0
17178,70.0,46.0,4.833333333333333,4.0
17179,16.0,12.0,7.0,1.0
17180,16.0,-2.0,0.7777777777777778,1.0
17181,273.0,229.0,11.409090909090908,3.0
17182,34.0,6.0,1.4285714285714286,3.0
17183,,,,
17184,,,,
17185,13.0,-1.0,0.8571428571428571,2.0
17186,16.0,2.0,1.2857142857142858,2.0
17187,64.0,56.0,15.0,2.0
17188,31.0,5.0,1.3846153846153846,2.0
17189,,,,
17190,21.0,-9.0,0.4,1.0
17191,21.0,1.0,1.1,1.0
17192,19.0,13.0,5.333333333333333,1.0
17193,278.0,236.0,12.238095238095237,7.0
17194,258.0,50.0,1.4807692307692308,15.0
17195,8.0,4.0,3.0,1.0
17196,32.0,10.0,1.9090909090909092,3.0
17197,24.0,16.0,5.0,0.0
17198,21.0,3.0,1.3333333333333333,2.0
17199,,,,
17200,,,,
17201,16.0,10.0,4.333333333333333,1.0
17202,36.0,18.0,3.0,2.0
17203,31.0,15.0,2.875,4.0
17204,,,,
17205,99.0,-5.0,0.9038461538461539,8.0
17206,40.0,14.0,2.076923076923077,5.0
17207,138.0,12.0,1.1904761904761905,10.0
17208,13.0,7.0,3.3333333333333335,2.0
17209,281.0,125.0,2.6025641025641026,13.0
17210,93.0,75.0,9.333333333333334,3.0
17211,166.0,68.0,2.3877551020408165,11.0
17212,26.0,-2.0,0.8571428571428571,3.0
17213,,,,
17214,34.0,14.0,2.4,4.0
17215,39.0,33.0,12.0,1.0
17216,21.0,-9.0,0.4,1.0
17217,26.0,12.0,2.7142857142857144,2.0
17218,10.0,4.0,2.3333333333333335,1.0
17219,20.0,16.0,9.0,1.0
17220,21.0,-9.0,0.4,2.0
17221,17.0,13.0,7.5,1.0
17222,9.0,-3.0,0.5,0.0
17223,12.0,10.0,11.0,1.0
17224,20.0,12.0,4.0,1.0
17225,18.0,4.0,1.5714285714285714,3.0
17226,88.0,32.0,2.142857142857143,5.0
17227,8.0,6.0,7.0,1.0
17228,6.0,4.0,5.0,1.0
17229,55.0,43.0,8.166666666666666,2.0
17230,26.0,2.0,1.1666666666666667,2.0
17231,43.0,5.0,1.263157894736842,4.0
17232,26.0,22.0,12.0,2.0
17233,29.0,17.0,3.8333333333333335,4.0
17234,,,,
17235,6.0,0.0,1.0,0.0
17236,15.0,7.0,2.75,3.0
17237,128.0,84.0,4.818181818181818,7.0
17238,18.0,12.0,5.0,1.0
17239,,,,
17240,10.0,4.0,2.3333333333333335,1.0
17241,39.0,11.0,1.7857142857142858,4.0
17242,120.0,30.0,1.6666666666666667,6.0
17243,16.0,12.0,7.0,1.0
17244,,,,
17245,,,,
17246,15.0,7.0,2.75,1.0
17247,17.0,7.0,2.4,1.0
17248,29.0,3.0,1.2307692307692308,0.0
17249,58.0,28.0,2.8666666666666667,5.0
17250,15.0,-1.0,0.875,1.0
17251,,,,
17252,107.0,47.0,2.566666666666667,11.0
17253,22.0,20.0,21.0,1.0
17254,23.0,19.0,10.5,1.0
17255,4.0,0.0,1.0,0.0
17256,8.0,4.0,3.0,1.0
17257,47.0,29.0,4.222222222222222,3.0
17258,75.0,67.0,17.75,0.0
17259,323.0,183.0,3.6142857142857143,12.0
17260,,,,
17261,6.0,0.0,1.0,1.0
17262,100.0,88.0,15.666666666666666,2.0
17263,6.0,4.0,5.0,1.0
17264,8.0,-4.0,0.3333333333333333,1.0
17265,57.0,13.0,1.5909090909090908,3.0
17266,58.0,34.0,3.8333333333333335,2.0
17267,,,,
17268,76.0,58.0,7.444444444444445,2.0
17269,28.0,-6.0,0.6470588235294118,4.0
17270,38.0,24.0,4.428571428571429,2.0
17271,33.0,11.0,2.0,3.0
17272,5.0,1.0,1.5,1.0
17273,66.0,26.0,2.3,3.0
17274,582.0,182.0,1.91,6.0
17275,79.0,-27.0,0.49056603773584906,3.0
17276,69.0,23.0,2.0,5.0
17277,12.0,8.0,5.0,1.0
17278,24.0,-22.0,0.043478260869565216,1.0
17279,35.0,-3.0,0.8421052631578947,1.0
17280,9.0,3.0,2.0,1.0
17281,97.0,69.0,5.928571428571429,4.0
17282,37.0,17.0,2.7,3.0
