UID,success_sum,mode_sum,os_sum,version_sum,device1_sum_x,device2_sum_x,device_code1_sum_x,device_code2_sum_x,device_code3_sum_x,mac1_sum_x,mac2_sum,ip1_sum_x,ip2_sum,wifi_sum,geo_code_sum_x,ip1_sub_sum_x,ip2_sub_sum,channel_sum,amt_src1_sum,merchant_sum,code1_sum,code2_sum,trans_type1_sum,acc_id1_sum,device_code1_sum_y,device_code2_sum_y,device_code3_sum_y,device1_sum_y,device2_sum_y,mac1_sum_y,ip1_sum_y,amt_src2_sum,acc_id2_sum,acc_id3_sum,geo_code_sum_y,trans_type2_sum,market_code_sum,market_type_sum,ip1_sub_sum_y
16865,112.0,184.0,184.0,112.0,112.0,,112.0,112.0,,,112.0,112.0,,,,112.0,,73.0,73.0,73.0,31.0,,73.0,57.0,,,,,40.0,,40.0,57.0,,,,73.0,,,40.0
16866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,4.0,4.0,4.0,,,4.0,1.0,4.0,4.0,,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,,,4.0
16867,22.0,22.0,22.0,22.0,22.0,22.0,,,22.0,,,22.0,,,2.0,22.0,,31.0,31.0,31.0,29.0,,31.0,16.0,,,2.0,2.0,2.0,,2.0,28.0,,,2.0,31.0,15.0,15.0,2.0
16868,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0
16869,6.0,6.0,6.0,6.0,6.0,5.0,,,6.0,,,6.0,,,,6.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0
16870,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
16871,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,,14.0,14.0,14.0,,,14.0,4.0,11.0,11.0,3.0,14.0,14.0,11.0,14.0,9.0,4.0,4.0,14.0,14.0,,,14.0
16872,17.0,17.0,17.0,17.0,17.0,11.0,17.0,,,,17.0,17.0,,11.0,17.0,17.0,,14.0,14.0,14.0,,,14.0,4.0,13.0,1.0,1.0,14.0,14.0,13.0,14.0,8.0,4.0,4.0,11.0,14.0,,,14.0
16873,12.0,12.0,12.0,12.0,12.0,12.0,,,12.0,,,12.0,,6.0,6.0,12.0,,2.0,2.0,2.0,,,2.0,,,,2.0,2.0,2.0,,2.0,1.0,,,2.0,2.0,,,2.0
16874,15.0,20.0,20.0,2.0,4.0,,,,,,,,6.0,,,,6.0,4.0,4.0,4.0,,,4.0,4.0,,,,,,,,4.0,,,,4.0,,,
16875,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,4.0,23.0,27.0,,5.0,22.0,27.0,,19.0,19.0,19.0,,,19.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0
16876,14.0,14.0,14.0,14.0,14.0,10.0,14.0,14.0,,4.0,10.0,14.0,,,6.0,14.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,,,3.0
16877,10.0,10.0,10.0,10.0,10.0,9.0,10.0,,,6.0,4.0,10.0,,3.0,10.0,10.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,,,3.0
16878,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,2.0,7.0,9.0,,7.0,9.0,9.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0
16879,20.0,20.0,20.0,20.0,20.0,17.0,20.0,20.0,,,20.0,20.0,,17.0,20.0,20.0,,12.0,12.0,12.0,,,12.0,6.0,12.0,12.0,,12.0,12.0,12.0,12.0,6.0,,,12.0,12.0,3.0,3.0,12.0
16880,33.0,33.0,33.0,33.0,33.0,31.0,33.0,33.0,,,33.0,33.0,,31.0,33.0,33.0,,12.0,12.0,12.0,,,12.0,7.0,12.0,12.0,,12.0,12.0,12.0,12.0,10.0,1.0,1.0,12.0,12.0,,,12.0
16881,3.0,3.0,3.0,3.0,3.0,2.0,,,3.0,,,3.0,,,,3.0,,12.0,12.0,12.0,,,12.0,4.0,,,12.0,12.0,12.0,,12.0,8.0,4.0,4.0,12.0,12.0,4.0,4.0,12.0
16882,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,9.0,9.0,,6.0,9.0,9.0,,4.0,4.0,4.0,,,4.0,1.0,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,,,4.0,4.0,,,4.0
16883,30.0,30.0,30.0,20.0,20.0,19.0,20.0,20.0,,,20.0,20.0,10.0,,20.0,20.0,10.0,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,2.0
16884,16.0,24.0,24.0,16.0,16.0,14.0,16.0,16.0,,,16.0,16.0,,,16.0,16.0,,8.0,8.0,8.0,,,8.0,2.0,6.0,6.0,2.0,8.0,8.0,6.0,8.0,2.0,2.0,2.0,8.0,8.0,,,8.0
16885,24.0,27.0,27.0,24.0,24.0,13.0,16.0,,8.0,4.0,12.0,24.0,,1.0,5.0,24.0,,3.0,3.0,3.0,,,3.0,3.0,,,,,3.0,,3.0,3.0,3.0,3.0,,3.0,,,3.0
16886,158.0,158.0,158.0,111.0,111.0,108.0,111.0,111.0,,2.0,109.0,111.0,47.0,22.0,111.0,111.0,47.0,12.0,12.0,12.0,,,12.0,5.0,12.0,12.0,,12.0,12.0,12.0,12.0,6.0,2.0,2.0,12.0,12.0,2.0,2.0,12.0
16887,21.0,21.0,21.0,21.0,21.0,19.0,21.0,21.0,,,21.0,21.0,,19.0,21.0,21.0,,10.0,10.0,10.0,,,10.0,2.0,10.0,10.0,,10.0,10.0,10.0,10.0,2.0,2.0,2.0,10.0,10.0,,,10.0
16888,22.0,22.0,22.0,17.0,17.0,8.0,,,17.0,,,17.0,5.0,,1.0,17.0,5.0,10.0,10.0,10.0,,,10.0,2.0,,,10.0,10.0,10.0,,10.0,7.0,,,10.0,10.0,,,10.0
16889,18.0,21.0,21.0,18.0,18.0,17.0,18.0,18.0,,,18.0,18.0,,14.0,18.0,18.0,,4.0,4.0,4.0,,,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,4.0,,,1.0
16890,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,1.0,5.0,6.0,,5.0,6.0,6.0,,6.0,6.0,6.0,,,6.0,4.0,6.0,6.0,,6.0,6.0,6.0,6.0,4.0,1.0,1.0,6.0,6.0,2.0,2.0,6.0
16891,20.0,20.0,20.0,20.0,20.0,18.0,20.0,20.0,,6.0,14.0,20.0,,8.0,20.0,20.0,,4.0,4.0,4.0,,,4.0,1.0,4.0,4.0,,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,,,4.0
16892,51.0,78.0,78.0,51.0,51.0,42.0,51.0,49.0,,26.0,25.0,51.0,,16.0,51.0,51.0,,38.0,38.0,38.0,,,38.0,8.0,38.0,38.0,,38.0,38.0,38.0,38.0,8.0,8.0,8.0,38.0,38.0,,,38.0
16893,34.0,41.0,41.0,7.0,7.0,6.0,7.0,7.0,,1.0,6.0,7.0,27.0,,7.0,7.0,27.0,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,2.0
16894,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,,1.0,1.0,2.0,,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,2.0
16895,30.0,30.0,30.0,30.0,30.0,26.0,30.0,30.0,,2.0,28.0,30.0,,24.0,30.0,30.0,,10.0,10.0,10.0,,,10.0,5.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,,,10.0,6.0,4.0,4.0,10.0
16896,21.0,28.0,28.0,21.0,21.0,17.0,21.0,21.0,,,21.0,21.0,,17.0,21.0,21.0,,4.0,4.0,4.0,,,4.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,,,4.0,4.0,,,4.0
16897,19.0,19.0,19.0,17.0,17.0,15.0,17.0,17.0,,8.0,9.0,17.0,,,10.0,17.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,,3.0
16898,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,15.0,15.0,,,15.0,15.0,,10.0,10.0,10.0,5.0,,10.0,8.0,5.0,5.0,,5.0,5.0,5.0,5.0,9.0,,,5.0,10.0,4.0,4.0,5.0
16899,8.0,8.0,8.0,8.0,8.0,6.0,8.0,,,2.0,6.0,8.0,,4.0,4.0,8.0,,14.0,14.0,14.0,,,14.0,4.0,14.0,1.0,,14.0,14.0,14.0,14.0,4.0,4.0,4.0,14.0,14.0,,,14.0
16900,23.0,25.0,25.0,23.0,23.0,18.0,23.0,23.0,,,23.0,23.0,,,23.0,23.0,,21.0,21.0,21.0,,,21.0,8.0,18.0,18.0,,18.0,18.0,18.0,18.0,9.0,3.0,3.0,18.0,21.0,1.0,1.0,18.0
16901,26.0,28.0,28.0,24.0,24.0,19.0,,,24.0,,,24.0,,,,24.0,,11.0,11.0,11.0,1.0,,11.0,9.0,,,8.0,8.0,8.0,,8.0,9.0,,,,11.0,3.0,3.0,8.0
16902,8.0,8.0,8.0,8.0,8.0,8.0,,,8.0,,,7.0,,7.0,,7.0,,3.0,3.0,3.0,,,3.0,2.0,,,3.0,3.0,3.0,,3.0,2.0,,,3.0,3.0,,,3.0
16903,29.0,32.0,32.0,26.0,26.0,19.0,,,26.0,,,26.0,3.0,6.0,17.0,26.0,3.0,7.0,7.0,7.0,,,7.0,4.0,,,7.0,7.0,7.0,,7.0,4.0,,,7.0,4.0,,,7.0
16904,19.0,19.0,19.0,15.0,15.0,14.0,15.0,15.0,,6.0,9.0,15.0,4.0,,15.0,15.0,4.0,4.0,4.0,4.0,,,4.0,4.0,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,4.0,,,3.0
16905,18.0,20.0,20.0,18.0,18.0,18.0,18.0,18.0,,,18.0,18.0,,4.0,18.0,18.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
16906,27.0,28.0,28.0,13.0,13.0,12.0,13.0,13.0,,4.0,9.0,13.0,,3.0,13.0,13.0,,32.0,32.0,32.0,,22.0,32.0,5.0,10.0,10.0,,10.0,10.0,10.0,10.0,6.0,,,10.0,32.0,1.0,1.0,10.0
16907,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0
16908,29.0,30.0,30.0,21.0,21.0,17.0,22.0,22.0,,1.0,21.0,22.0,7.0,10.0,22.0,22.0,7.0,21.0,21.0,21.0,,,21.0,5.0,21.0,21.0,,21.0,21.0,21.0,21.0,11.0,,,21.0,21.0,7.0,7.0,21.0
16909,53.0,53.0,53.0,37.0,37.0,32.0,37.0,37.0,,,37.0,37.0,16.0,22.0,37.0,37.0,16.0,13.0,13.0,13.0,,,13.0,4.0,13.0,13.0,,13.0,13.0,13.0,13.0,5.0,,,13.0,13.0,2.0,2.0,13.0
16910,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
16911,27.0,27.0,27.0,27.0,27.0,21.0,,,27.0,,,27.0,,3.0,9.0,27.0,,24.0,24.0,24.0,,,24.0,2.0,,,24.0,24.0,24.0,,24.0,10.0,,,24.0,24.0,8.0,8.0,24.0
16912,19.0,19.0,19.0,19.0,19.0,19.0,,,19.0,,,19.0,,,16.0,19.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0
16913,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,4.0,4.0,,,4.0,4.0,,4.0,4.0,4.0,,,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,1.0,,,4.0,4.0,,,4.0
16914,15.0,15.0,15.0,15.0,15.0,9.0,15.0,15.0,,,15.0,15.0,,9.0,15.0,15.0,,9.0,9.0,9.0,,,9.0,3.0,8.0,8.0,1.0,9.0,9.0,8.0,9.0,6.0,3.0,3.0,8.0,9.0,,,9.0
16915,14.0,14.0,14.0,14.0,14.0,10.0,14.0,14.0,,4.0,10.0,14.0,,6.0,10.0,14.0,,4.0,4.0,4.0,,,4.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,,,4.0
16916,132.0,218.0,218.0,132.0,132.0,,132.0,132.0,,,132.0,132.0,,,,132.0,,81.0,81.0,81.0,31.0,,81.0,62.0,,,,,48.0,,48.0,62.0,,,,81.0,,,48.0
16917,16.0,16.0,16.0,16.0,16.0,12.0,16.0,16.0,,,16.0,16.0,,12.0,16.0,16.0,,17.0,17.0,17.0,,,17.0,13.0,17.0,17.0,,17.0,17.0,17.0,17.0,17.0,5.0,5.0,17.0,17.0,4.0,4.0,17.0
16918,55.0,57.0,57.0,55.0,55.0,46.0,55.0,55.0,1.0,1.0,54.0,55.0,,27.0,55.0,55.0,,14.0,14.0,14.0,,,14.0,7.0,14.0,14.0,,14.0,14.0,14.0,14.0,7.0,,,14.0,14.0,,,14.0
16919,41.0,41.0,41.0,41.0,41.0,32.0,41.0,41.0,,,41.0,41.0,,,40.0,41.0,,24.0,24.0,24.0,,,24.0,3.0,21.0,21.0,,21.0,21.0,21.0,21.0,3.0,,,21.0,24.0,,,21.0
16920,23.0,23.0,23.0,23.0,23.0,20.0,23.0,23.0,,,23.0,23.0,,10.0,18.0,23.0,,5.0,5.0,5.0,,,5.0,2.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,,,3.0,5.0,3.0,3.0,5.0
16921,65.0,67.0,67.0,46.0,46.0,43.0,,,46.0,,,46.0,19.0,,,46.0,19.0,6.0,6.0,6.0,,,6.0,4.0,,,4.0,4.0,4.0,,4.0,5.0,2.0,2.0,,6.0,1.0,1.0,4.0
16922,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,,2.0,4.0,6.0,,3.0,6.0,6.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
16923,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,2.0,8.0,10.0,,8.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
16924,88.0,88.0,88.0,79.0,79.0,79.0,79.0,79.0,,,80.0,77.0,2.0,19.0,79.0,77.0,2.0,29.0,29.0,29.0,9.0,4.0,29.0,16.0,10.0,10.0,3.0,10.0,10.0,10.0,13.0,23.0,,6.0,10.0,22.0,10.0,10.0,13.0
16925,35.0,35.0,35.0,33.0,33.0,28.0,33.0,33.0,,,35.0,28.0,,28.0,33.0,28.0,,10.0,10.0,10.0,,,10.0,4.0,6.0,6.0,,,6.0,,6.0,10.0,6.0,,6.0,1.0,,,6.0
16926,74.0,93.0,93.0,74.0,74.0,68.0,74.0,74.0,,10.0,64.0,74.0,,,74.0,74.0,,34.0,34.0,34.0,,,34.0,9.0,33.0,33.0,,33.0,33.0,33.0,33.0,20.0,6.0,6.0,33.0,34.0,11.0,11.0,33.0
16927,94.0,95.0,95.0,90.0,90.0,83.0,90.0,90.0,,,90.0,90.0,4.0,,90.0,90.0,4.0,34.0,34.0,34.0,11.0,,34.0,17.0,22.0,22.0,,22.0,22.0,22.0,22.0,22.0,6.0,6.0,22.0,34.0,,,22.0
16928,12.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,,3.0,9.0,12.0,,3.0,8.0,12.0,,5.0,5.0,5.0,,,5.0,1.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0
16929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,3.0,3.0,3.0,,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,,,3.0,3.0,,,3.0
16930,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1.0,4.0,5.0,,4.0,,5.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0
16931,11.0,11.0,11.0,11.0,11.0,8.0,11.0,11.0,,,11.0,11.0,,5.0,11.0,11.0,,8.0,8.0,8.0,,,8.0,5.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,,,8.0,8.0,4.0,4.0,8.0
16932,104.0,104.0,104.0,71.0,71.0,71.0,71.0,71.0,,1.0,71.0,70.0,33.0,24.0,71.0,70.0,33.0,9.0,9.0,9.0,,,9.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,1.0,9.0,,,1.0
16933,15.0,15.0,15.0,15.0,15.0,13.0,15.0,15.0,,6.0,9.0,15.0,,7.0,10.0,15.0,,6.0,6.0,6.0,,,6.0,2.0,6.0,6.0,,6.0,6.0,6.0,6.0,4.0,2.0,2.0,6.0,6.0,2.0,2.0,6.0
16934,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,4.0,,2.0,1.0,4.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,,3.0
16935,68.0,73.0,73.0,49.0,49.0,44.0,,,49.0,,,49.0,19.0,,,49.0,19.0,14.0,14.0,14.0,,,14.0,6.0,,,9.0,9.0,9.0,,9.0,10.0,1.0,1.0,,14.0,4.0,4.0,9.0
16936,22.0,22.0,22.0,22.0,22.0,18.0,22.0,22.0,,,22.0,22.0,,12.0,22.0,22.0,,6.0,6.0,6.0,,,6.0,3.0,6.0,6.0,,6.0,6.0,6.0,6.0,4.0,,,6.0,6.0,,,6.0
16937,92.0,92.0,92.0,61.0,61.0,52.0,61.0,61.0,,,61.0,61.0,31.0,36.0,61.0,61.0,31.0,47.0,47.0,47.0,,1.0,47.0,38.0,46.0,46.0,,46.0,46.0,46.0,46.0,39.0,1.0,1.0,46.0,47.0,8.0,8.0,46.0
16938,15.0,15.0,15.0,13.0,13.0,10.0,,,13.0,,,13.0,,,4.0,13.0,,10.0,10.0,10.0,4.0,,10.0,6.0,,,6.0,6.0,6.0,,6.0,7.0,2.0,2.0,6.0,10.0,2.0,2.0,6.0
16939,9.0,9.0,9.0,9.0,9.0,7.0,,,9.0,,,9.0,,,7.0,9.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0
16940,20.0,21.0,21.0,16.0,16.0,16.0,,,16.0,,,16.0,4.0,,,16.0,4.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,
16941,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,,,10.0,,,,10.0,,6.0,6.0,6.0,,,6.0,2.0,,,4.0,4.0,4.0,,4.0,4.0,,,,6.0,2.0,2.0,4.0
16942,23.0,29.0,29.0,14.0,14.0,12.0,14.0,14.0,,,14.0,14.0,9.0,,14.0,14.0,9.0,8.0,8.0,8.0,,,8.0,1.0,8.0,8.0,,8.0,8.0,8.0,8.0,2.0,,,8.0,8.0,,,8.0
16943,80.0,92.0,92.0,80.0,80.0,12.0,80.0,68.0,,12.0,68.0,80.0,,,12.0,80.0,,14.0,14.0,14.0,,,14.0,12.0,,,,,12.0,,12.0,14.0,12.0,12.0,,14.0,,,12.0
16944,10.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,,,6.0,6.0,4.0,,6.0,6.0,4.0,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,,,3.0
16945,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0,1.0,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,,,4.0
16946,23.0,29.0,29.0,23.0,23.0,17.0,23.0,23.0,,9.0,14.0,23.0,,8.0,17.0,23.0,,10.0,10.0,10.0,,,10.0,4.0,7.0,7.0,3.0,10.0,10.0,7.0,10.0,4.0,3.0,3.0,10.0,10.0,,,10.0
16947,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,,5.0,5.0,,3.0,5.0,5.0,,5.0,5.0,5.0,,,5.0,1.0,5.0,5.0,,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,,,5.0
16948,19.0,19.0,19.0,15.0,15.0,13.0,15.0,15.0,,5.0,10.0,15.0,,8.0,15.0,15.0,,5.0,5.0,5.0,,,5.0,1.0,4.0,4.0,1.0,5.0,5.0,4.0,5.0,3.0,1.0,1.0,5.0,1.0,,,5.0
16949,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,5.0,3.0,8.0,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
16950,12.0,18.0,18.0,12.0,12.0,8.0,12.0,12.0,,,12.0,12.0,,5.0,12.0,12.0,,6.0,6.0,6.0,,,6.0,2.0,6.0,6.0,,6.0,6.0,6.0,6.0,4.0,2.0,2.0,6.0,6.0,,,6.0
16951,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,4.0,4.0,,3.0,4.0,4.0,,8.0,8.0,8.0,,,8.0,,8.0,8.0,,8.0,8.0,8.0,8.0,,,,8.0,8.0,,,8.0
16952,53.0,72.0,72.0,53.0,53.0,46.0,53.0,53.0,,,53.0,53.0,,43.0,53.0,53.0,,20.0,20.0,20.0,,,20.0,9.0,20.0,20.0,,20.0,20.0,20.0,20.0,14.0,1.0,1.0,20.0,20.0,3.0,3.0,20.0
16953,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,,2.0,6.0,8.0,,4.0,8.0,8.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0
16954,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
16955,50.0,50.0,50.0,40.0,40.0,37.0,40.0,40.0,,,40.0,40.0,10.0,19.0,40.0,40.0,10.0,4.0,4.0,4.0,,,4.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,,,3.0,4.0,,,3.0
16956,9.0,9.0,9.0,7.0,7.0,5.0,7.0,7.0,,1.0,7.0,6.0,2.0,5.0,,6.0,2.0,10.0,10.0,10.0,,,10.0,1.0,9.0,9.0,,6.0,9.0,6.0,9.0,5.0,2.0,4.0,,6.0,,,9.0
16957,4.0,4.0,4.0,4.0,4.0,2.0,,,4.0,,,4.0,,1.0,,4.0,,7.0,7.0,7.0,,,7.0,5.0,,,7.0,7.0,7.0,,7.0,7.0,,,,3.0,2.0,2.0,7.0
16958,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,,3.0,3.0,6.0,,2.0,6.0,6.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
16959,15.0,16.0,16.0,11.0,11.0,10.0,,,11.0,,,11.0,4.0,,,11.0,4.0,3.0,3.0,3.0,,,3.0,1.0,,,2.0,2.0,2.0,,2.0,2.0,,,2.0,3.0,1.0,1.0,2.0
16960,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,,,4.0,4.0,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,2.0,1.0,1.0,2.0
16961,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,,5.0,5.0,,3.0,3.0,5.0,,5.0,5.0,5.0,,,5.0,,5.0,5.0,,5.0,5.0,5.0,5.0,1.0,,,4.0,5.0,,,5.0
16962,56.0,60.0,60.0,52.0,52.0,48.0,52.0,52.0,,,52.0,52.0,4.0,29.0,52.0,52.0,4.0,12.0,12.0,12.0,7.0,,12.0,11.0,5.0,5.0,,5.0,5.0,5.0,5.0,12.0,,,5.0,10.0,5.0,5.0,5.0
16963,50.0,50.0,50.0,50.0,50.0,46.0,50.0,,,1.0,49.0,50.0,,34.0,46.0,50.0,,39.0,39.0,39.0,18.0,,39.0,37.0,21.0,,,21.0,21.0,21.0,21.0,39.0,2.0,2.0,21.0,36.0,16.0,16.0,21.0
16964,15.0,18.0,18.0,15.0,15.0,12.0,15.0,15.0,1.0,3.0,15.0,12.0,,1.0,15.0,12.0,,11.0,11.0,11.0,,,11.0,5.0,11.0,11.0,,11.0,11.0,11.0,11.0,5.0,,,11.0,11.0,1.0,1.0,11.0
16965,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,,,7.0,7.0,,3.0,7.0,7.0,,4.0,4.0,4.0,,,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,,,4.0,4.0,,,4.0
16966,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,4.0,4.0,,,4.0,4.0,,3.0,3.0,3.0,,,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,,,3.0
16967,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,,4.0,4.0,4.0,,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,,2.0
16968,15.0,15.0,15.0,9.0,9.0,9.0,9.0,9.0,,3.0,6.0,9.0,,6.0,9.0,9.0,,3.0,3.0,3.0,2.0,,3.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
16969,141.0,145.0,145.0,88.0,88.0,75.0,88.0,88.0,1.0,13.0,75.0,88.0,53.0,59.0,88.0,88.0,53.0,45.0,45.0,45.0,,2.0,45.0,41.0,42.0,42.0,,42.0,42.0,42.0,42.0,41.0,4.0,4.0,41.0,45.0,17.0,17.0,42.0
16970,35.0,35.0,35.0,31.0,31.0,28.0,31.0,31.0,,,31.0,31.0,4.0,,31.0,31.0,4.0,7.0,7.0,7.0,,,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,,,7.0,6.0,3.0,3.0,7.0
16971,62.0,62.0,62.0,62.0,62.0,55.0,62.0,62.0,,14.0,44.0,62.0,,24.0,62.0,62.0,,22.0,22.0,22.0,,,22.0,12.0,22.0,22.0,,22.0,22.0,22.0,22.0,12.0,12.0,12.0,20.0,22.0,,,22.0
16972,6.0,8.0,8.0,6.0,6.0,5.0,6.0,6.0,,,6.0,6.0,,5.0,6.0,6.0,,5.0,5.0,5.0,,,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,2.0,2.0,5.0
16973,13.0,18.0,18.0,13.0,13.0,10.0,,,13.0,,,13.0,,8.0,,13.0,,4.0,4.0,4.0,,,4.0,3.0,,,4.0,4.0,4.0,,4.0,3.0,,,,4.0,,,4.0
